# PROCESSED SYNTHETIC DATASET -- ALS baseline corrected + Savitzky-Golay smoothed
# DEMONSTRATION DATASET. Synthetically generated for portfolio purposes. These values were not measured on any instrument and do not describe a real sample.
wavenumber_cm-1,absorbance_raw,baseline,absorbance_baseline_corrected,absorbance_smoothed,transmittance_raw_percent
3106.0,0.139607,0.096459,0.043148,0.042961,72.5092
3105.0,0.136643,0.0962,0.040443,0.042127,73.0057
3104.0,0.139458,0.095941,0.043517,0.041547,72.534
3103.0,0.135291,0.095681,0.03961,0.04094,73.2334
3102.0,0.13587,0.095422,0.040448,0.040573,73.1359
3101.0,0.135743,0.095162,0.040581,0.040011,73.1571
3100.0,0.134178,0.094902,0.039276,0.039924,73.4213
3099.0,0.134253,0.094642,0.039611,0.0392,73.4085
3098.0,0.133916,0.094382,0.039534,0.03835,73.4656
3097.0,0.129994,0.094122,0.035872,0.037062,74.1321
3096.0,0.132691,0.093862,0.038829,0.036325,73.6731
3095.0,0.127755,0.093601,0.034154,0.03629,74.5152
3094.0,0.12637,0.093341,0.033029,0.036182,74.7532
3093.0,0.129739,0.09308,0.036659,0.036124,74.1755
3092.0,0.131309,0.09282,0.038489,0.035995,73.9079
3091.0,0.130229,0.092559,0.03767,0.035245,74.0919
3090.0,0.126375,0.092298,0.034077,0.034812,74.7523
3089.0,0.124622,0.092037,0.032585,0.033724,75.0547
3088.0,0.123148,0.091776,0.031372,0.032972,75.3099
3087.0,0.123034,0.091515,0.031519,0.031954,75.3296
3086.0,0.122718,0.091254,0.031464,0.031644,75.3845
3085.0,0.123524,0.090993,0.032531,0.031199,75.2448
3084.0,0.124499,0.090732,0.033767,0.030269,75.0759
3083.0,0.117508,0.090471,0.027037,0.029755,76.2943
3082.0,0.11938,0.090209,0.029171,0.029236,75.9661
3081.0,0.115952,0.089948,0.026004,0.028576,76.568
3080.0,0.117331,0.089687,0.027644,0.02754,76.3254
3079.0,0.119877,0.089426,0.030451,0.027107,75.8792
3078.0,0.116836,0.089164,0.027672,0.027282,76.4124
3077.0,0.114331,0.088903,0.025428,0.026795,76.8544
3076.0,0.113267,0.088642,0.024625,0.026627,77.0429
3075.0,0.115405,0.088381,0.027024,0.02566,76.6645
3074.0,0.113526,0.088119,0.025407,0.024819,76.997
3073.0,0.113141,0.087858,0.025283,0.024949,77.0654
3072.0,0.111828,0.087597,0.024231,0.024499,77.2986
3071.0,0.110112,0.087336,0.022776,0.02403,77.6047
3070.0,0.111135,0.087075,0.02406,0.023207,77.4221
3069.0,0.11095,0.086813,0.024137,0.02296,77.4551
3068.0,0.107246,0.086552,0.020694,0.022857,78.1185
3067.0,0.109633,0.086291,0.023342,0.022643,77.6904
3066.0,0.107695,0.086031,0.021664,0.022205,78.0378
3065.0,0.108448,0.08577,0.022678,0.020935,77.9025
3064.0,0.107075,0.085509,0.021566,0.020593,78.1492
3063.0,0.104174,0.085248,0.018926,0.020297,78.673
3062.0,0.103394,0.084988,0.018406,0.019887,78.8146
3061.0,0.102532,0.084727,0.017805,0.019513,78.971
3060.0,0.107154,0.084467,0.022687,0.019084,78.1351
3059.0,0.102999,0.084206,0.018793,0.019175,78.8862
3058.0,0.103777,0.083946,0.019831,0.019062,78.745
3057.0,0.100453,0.083686,0.016767,0.018775,79.3501
3056.0,0.101887,0.083426,0.018461,0.018167,79.0884
3055.0,0.101475,0.083166,0.018309,0.017458,79.1635
3054.0,0.099143,0.082906,0.016237,0.017554,79.5897
3053.0,0.100232,0.082647,0.017585,0.016685,79.3905
3052.0,0.098581,0.082387,0.016194,0.015944,79.6928
3051.0,0.098631,0.082128,0.016503,0.015324,79.6836
3050.0,0.096065,0.081869,0.014196,0.014661,80.1558
3049.0,0.093122,0.08161,0.011512,0.014152,80.7009
3048.0,0.095549,0.081351,0.014198,0.013669,80.251
3047.0,0.096843,0.081092,0.015751,0.013598,80.0123
3046.0,0.092949,0.080834,0.012115,0.013316,80.7329
3045.0,0.094104,0.080575,0.013529,0.013463,80.5186
3044.0,0.094346,0.080317,0.014029,0.01381,80.4738
3043.0,0.092997,0.080059,0.012938,0.012972,80.724
3042.0,0.091753,0.079802,0.011951,0.012554,80.9556
3041.0,0.093146,0.079544,0.013602,0.012438,80.6963
3040.0,0.092328,0.079287,0.013041,0.012369,80.8485
3039.0,0.088201,0.07903,0.009171,0.012015,81.6204
3038.0,0.09157,0.078773,0.012797,0.011727,80.9898
3037.0,0.090487,0.078516,0.011971,0.011989,81.1919
3036.0,0.091409,0.07826,0.013149,0.011521,81.0199
3035.0,0.087126,0.078004,0.009122,0.010907,81.8227
3034.0,0.088715,0.077748,0.010967,0.010482,81.524
3033.0,0.089479,0.077492,0.011987,0.009334,81.3806
3032.0,0.083362,0.077237,0.006125,0.008786,82.5349
3031.0,0.084017,0.076981,0.007036,0.008163,82.4106
3030.0,0.085639,0.076727,0.008912,0.007975,82.1034
3029.0,0.084355,0.076472,0.007883,0.007687,82.3465
3028.0,0.084599,0.076218,0.008381,0.007642,82.3002
3027.0,0.083087,0.075964,0.007123,0.008153,82.5872
3026.0,0.083558,0.07571,0.007848,0.007781,82.4978
3025.0,0.084004,0.075456,0.008548,0.007459,82.413
3024.0,0.081823,0.075203,0.00662,0.007045,82.828
3023.0,0.081988,0.07495,0.007038,0.007032,82.7965
3022.0,0.08089,0.074698,0.006192,0.006751,83.006
3021.0,0.081416,0.074446,0.00697,0.006752,82.9056
3020.0,0.079957,0.074194,0.005763,0.006748,83.1847
3019.0,0.082506,0.073942,0.008564,0.006813,82.6978
3018.0,0.079101,0.073691,0.00541,0.006606,83.3488
3017.0,0.081824,0.07344,0.008384,0.006878,82.8277
3016.0,0.078848,0.07319,0.005658,0.006734,83.3972
3015.0,0.078626,0.072939,0.005687,0.006496,83.4399
3014.0,0.079217,0.07269,0.006527,0.006074,83.3265
3013.0,0.080144,0.07244,0.007704,0.00611,83.1489
3012.0,0.076598,0.072191,0.004407,0.005522,83.8304
3011.0,0.076852,0.071942,0.00491,0.005253,83.7815
3010.0,0.077208,0.071694,0.005514,0.004784,83.7128
3009.0,0.07615,0.071446,0.004704,0.004636,83.917
3008.0,0.074775,0.071199,0.003576,0.004905,84.1831
3007.0,0.075172,0.070952,0.00422,0.005013,84.1062
3006.0,0.076339,0.070705,0.005634,0.004645,83.8805
3005.0,0.076743,0.070459,0.006284,0.003962,83.8025
3004.0,0.074542,0.070213,0.004329,0.003494,84.2283
3003.0,0.070711,0.069967,0.000744,0.003593,84.9747
3002.0,0.072,0.069722,0.002278,0.003035,84.7228
3001.0,0.071407,0.069478,0.001929,0.00271,84.8385
3000.0,0.073615,0.069234,0.004381,0.003016,84.4082
2999.0,0.074415,0.06899,0.005425,0.003418,84.2529
2998.0,0.070003,0.068747,0.001256,0.003671,85.1133
2997.0,0.072718,0.068504,0.004214,0.003114,84.5828
2996.0,0.071912,0.068262,0.00365,0.002301,84.7399
2995.0,0.068619,0.06802,0.000599,0.001397,85.3848
2994.0,0.068641,0.067778,0.000863,0.001261,85.3806
2993.0,0.067915,0.067538,0.000377,0.001939,85.5235
2992.0,0.06831,0.067297,0.001013,0.001978,85.4456
2991.0,0.070462,0.067057,0.003405,0.002395,85.0233
2990.0,0.071585,0.066818,0.004767,0.002764,84.8037
2989.0,0.070289,0.066579,0.00371,0.002549,85.0571
2988.0,0.067233,0.066341,0.000892,0.001977,85.6578
2987.0,0.066844,0.066103,0.000741,0.001207,85.7346
2986.0,0.065888,0.065866,2.2e-05,0.001021,85.9234
2985.0,0.065712,0.065629,8.3e-05,0.000539,85.9584
2984.0,0.065852,0.065392,0.00046,0.001088,85.9307
2983.0,0.067618,0.065157,0.002461,0.001478,85.5819
2982.0,0.068622,0.064922,0.0037,0.001157,85.3844
2981.0,0.063344,0.064687,-0.001343,0.000737,86.4283
2980.0,0.066938,0.064453,0.002485,0.00026,85.716
2979.0,0.061861,0.064219,-0.002358,-0.000512,86.724
2978.0,0.061523,0.063986,-0.002463,-0.000901,86.7914
2977.0,0.063241,0.063754,-0.000513,-0.001034,86.4487
2976.0,0.063474,0.063522,-4.8e-05,-0.000959,86.4024
2975.0,0.062472,0.063291,-0.000819,-0.000818,86.602
2974.0,0.064241,0.063061,0.00118,2.6e-05,86.25
2973.0,0.061562,0.062831,-0.001269,0.000433,86.7836
2972.0,0.061827,0.062601,-0.000774,0.000564,86.7308
2971.0,0.065451,0.062372,0.003079,0.000717,86.01
2970.0,0.062831,0.062144,0.000687,0.000937,86.5304
2969.0,0.063129,0.061917,0.001212,0.000933,86.4711
2968.0,0.062088,0.06169,0.000398,0.001133,86.6786
2967.0,0.061716,0.061463,0.000253,0.000398,86.7529
2966.0,0.061825,0.061238,0.000587,-0.000278,86.7312
2965.0,0.060854,0.061013,-0.000159,-0.00023,86.9252
2964.0,0.059819,0.060788,-0.000969,-0.000198,87.1327
2963.0,0.058315,0.060564,-0.002249,-0.00073,87.4349
2962.0,0.061181,0.060341,0.00084,-0.001035,86.8598
2961.0,0.060048,0.060119,-7.1e-05,-0.001425,87.0868
2960.0,0.058643,0.059897,-0.001254,-0.001152,87.3689
2959.0,0.055557,0.059676,-0.004119,-0.001071,87.992
2958.0,0.059673,0.059455,0.000218,-0.00034,87.162
2957.0,0.058694,0.059236,-0.000542,-0.000279,87.3586
2956.0,0.060968,0.059016,0.001952,3.2e-05,86.9024
2955.0,0.058668,0.058798,-0.00013,0.000429,87.364
2954.0,0.061351,0.05858,0.002771,0.000785,86.8259
2953.0,0.056317,0.058363,-0.002046,0.000504,87.8381
2952.0,0.057532,0.058147,-0.000615,0.000285,87.5928
2951.0,0.05861,0.057931,0.000679,-0.000539,87.3755
2950.0,0.058246,0.057716,0.00053,-0.000432,87.4489
2949.0,0.056957,0.057502,-0.000545,-0.000876,87.7088
2948.0,0.05485,0.057288,-0.002438,-0.00089,88.1353
2947.0,0.054887,0.057075,-0.002188,-0.001128,88.1278
2946.0,0.057672,0.056863,0.000809,-0.001711,87.5644
2945.0,0.053421,0.056652,-0.003231,-0.00215,88.4257
2944.0,0.054333,0.056441,-0.002108,-0.002333,88.2404
2943.0,0.055246,0.056231,-0.000985,-0.002319,88.0551
2942.0,0.051622,0.056022,-0.0044,-0.00239,88.7929
2941.0,0.05333,0.055813,-0.002483,-0.002042,88.4443
2940.0,0.05448,0.055605,-0.001125,-0.001069,88.2105
2939.0,0.055211,0.055398,-0.000187,-0.0007,88.0621
2938.0,0.055715,0.055192,0.000523,0.000129,87.96
2937.0,0.056644,0.054986,0.001658,0.000586,87.772
2936.0,0.054698,0.054781,-8.3e-05,0.000687,88.1663
2935.0,0.054383,0.054577,-0.000194,0.000177,88.2301
2934.0,0.055601,0.054373,0.001228,-1e-05,87.9831
2933.0,0.051964,0.054171,-0.002207,-0.000409,88.7229
2932.0,0.054733,0.053969,0.000764,-0.000686,88.1592
2931.0,0.051613,0.053768,-0.002155,-0.000437,88.7948
2930.0,0.054708,0.053567,0.001141,-0.000357,88.1641
2929.0,0.052216,0.053367,-0.001151,-0.000124,88.6716
2928.0,0.053625,0.053168,0.000457,0.000553,88.3842
2927.0,0.054189,0.05297,0.001219,0.000492,88.2697
2926.0,0.053058,0.052773,0.000285,0.000881,88.4998
2925.0,0.053641,0.052576,0.001065,0.000118,88.3811
2924.0,0.05272,0.05238,0.00034,-0.000522,88.5686
2923.0,0.050764,0.052185,-0.001421,-0.001107,88.9684
2922.0,0.050853,0.05199,-0.001137,-0.00119,88.9503
2921.0,0.047873,0.051797,-0.003924,-0.000863,89.5626
2920.0,0.050658,0.051604,-0.000946,-0.000449,88.9901
2919.0,0.05373,0.051411,0.002319,0.000326,88.3628
2918.0,0.053182,0.05122,0.001962,0.000703,88.4744
2917.0,0.052247,0.051029,0.001218,0.000776,88.6651
2916.0,0.051377,0.050839,0.000538,0.000681,88.8429
2915.0,0.050406,0.05065,-0.000244,3.6e-05,89.0419
2914.0,0.047999,0.050462,-0.002463,-0.000557,89.5366
2913.0,0.04964,0.050274,-0.000634,-0.001125,89.1991
2912.0,0.049494,0.050087,-0.000593,-0.001205,89.229
2911.0,0.05002,0.049901,0.000119,-0.000672,89.1211
2910.0,0.048535,0.049716,-0.001181,-0.000668,89.4263
2909.0,0.047432,0.049531,-0.002099,-0.000317,89.6537
2908.0,0.050851,0.049347,0.001504,-0.000161,88.9506
2907.0,0.050297,0.049164,0.001133,-8.1e-05,89.0642
2906.0,0.046413,0.048982,-0.002569,-0.000102,89.8643
2905.0,0.050558,0.0488,0.001758,-7.3e-05,89.0106
2904.0,0.049242,0.048619,0.000623,0.0006,89.2808
2903.0,0.047575,0.048439,-0.000864,0.000624,89.6241
2902.0,0.048607,0.04826,0.000347,0.000896,89.4114
2901.0,0.049816,0.048081,0.001735,0.001611,89.1628
2900.0,0.052449,0.047904,0.004545,0.001134,88.624
2899.0,0.047063,0.047726,-0.000663,0.001221,89.7298
2898.0,0.047967,0.04755,0.000417,0.001149,89.5432
2897.0,0.049163,0.047375,0.001788,0.000398,89.2971
2896.0,0.045502,0.0472,-0.001698,-0.000272,90.053
2895.0,0.047811,0.047026,0.000785,0.00013,89.5755
2894.0,0.046705,0.046852,-0.000147,0.000644,89.8039
2893.0,0.046095,0.04668,-0.000585,0.000458,89.93
2892.0,0.048744,0.046508,0.002236,0.000854,89.3833
2891.0,0.050335,0.046337,0.003998,0.001085,89.0564
2890.0,0.044088,0.046167,-0.002079,0.00139,90.3466
2889.0,0.046779,0.045997,0.000782,0.001069,89.7885
2888.0,0.048572,0.045828,0.002744,0.000948,89.4187
2887.0,0.045094,0.04566,-0.000566,0.000643,90.1375
2886.0,0.048116,0.045493,0.002623,0.000495,89.5126
2885.0,0.042753,0.045326,-0.002573,0.000796,90.6248
2884.0,0.047777,0.04516,0.002617,0.000467,89.5825
2883.0,0.045569,0.044995,0.000574,0.000173,90.039
2882.0,0.044419,0.044831,-0.000412,0.000527,90.2778
2881.0,0.045245,0.044667,0.000578,0.000754,90.1063
2880.0,0.046166,0.044504,0.001662,0.001424,89.9155
2879.0,0.045159,0.044342,0.000817,0.001885,90.1241
2878.0,0.047417,0.04418,0.003237,0.002587,89.6567
2877.0,0.047503,0.044019,0.003484,0.002764,89.6389
2876.0,0.046645,0.043859,0.002786,0.002834,89.8163
2875.0,0.048399,0.0437,0.004699,0.002824,89.4543
2874.0,0.043919,0.043541,0.000378,0.002962,90.3819
2873.0,0.044982,0.043384,0.001598,0.002426,90.1609
2872.0,0.04697,0.043226,0.003744,0.002493,89.7492
2871.0,0.045926,0.04307,0.002856,0.002551,89.9651
2870.0,0.04579,0.042914,0.002876,0.002182,89.9933
2869.0,0.044068,0.042759,0.001309,0.002626,90.3508
2868.0,0.046629,0.042605,0.004024,0.002912,89.8195
2867.0,0.044192,0.042451,0.001741,0.002745,90.3251
2866.0,0.044179,0.042298,0.001881,0.003397,90.3278
2865.0,0.047803,0.042146,0.005657,0.003834,89.577
2864.0,0.04716,0.041995,0.005165,0.004168,89.7098
2863.0,0.044352,0.041844,0.002508,0.00423,90.2918
2862.0,0.047842,0.041694,0.006148,0.004373,89.569
2861.0,0.044655,0.041544,0.003111,0.004242,90.2288
2860.0,0.044934,0.041396,0.003538,0.003672,90.1707
2859.0,0.045301,0.041248,0.004053,0.003788,90.0946
2858.0,0.044147,0.041101,0.003046,0.003846,90.3344
2857.0,0.045197,0.040954,0.004243,0.003333,90.1163
2856.0,0.043756,0.040808,0.002948,0.003267,90.4157
2855.0,0.044617,0.040663,0.003954,0.002638,90.2367
2854.0,0.042429,0.040518,0.001911,0.002399,90.6924
2853.0,0.042001,0.040375,0.001626,0.002311,90.7818
2852.0,0.042033,0.040231,0.001802,0.002568,90.7751
2851.0,0.042233,0.040089,0.002144,0.003109,90.7334
2850.0,0.044811,0.039947,0.004864,0.003091,90.1964
2849.0,0.043798,0.039806,0.003992,0.003858,90.4069
2848.0,0.04506,0.039666,0.005394,0.00399,90.1447
2847.0,0.042708,0.039526,0.003182,0.004445,90.6341
2846.0,0.041727,0.039387,0.00234,0.004314,90.8392
2845.0,0.045529,0.039249,0.00628,0.004009,90.0473
2844.0,0.042278,0.039111,0.003167,0.004179,90.724
2843.0,0.045224,0.038974,0.00625,0.004547,90.1105
2842.0,0.041578,0.038838,0.00274,0.00501,90.8702
2841.0,0.043846,0.038702,0.005144,0.005133,90.397
2840.0,0.044604,0.038567,0.006037,0.004644,90.2393
2839.0,0.044478,0.038433,0.006045,0.005083,90.2656
2838.0,0.042399,0.038299,0.0041,0.005464,90.6988
2837.0,0.042964,0.038166,0.004798,0.005651,90.5808
2836.0,0.04294,0.038034,0.004906,0.005817,90.5858
2835.0,0.045951,0.037902,0.008049,0.005874,89.9598
2834.0,0.04461,0.037771,0.006839,0.00556,90.2381
2833.0,0.041211,0.03764,0.003571,0.005934,90.9471
2832.0,0.045234,0.037511,0.007723,0.005878,90.1086
2831.0,0.041179,0.037382,0.003797,0.00577,90.9539
2830.0,0.041472,0.037253,0.004219,0.00541,90.8925
2829.0,0.045637,0.037126,0.008511,0.005442,90.025
2828.0,0.042172,0.036998,0.005174,0.005499,90.7461
2827.0,0.042264,0.036872,0.005392,0.005371,90.7269
2826.0,0.041534,0.036746,0.004788,0.00598,90.8795
2825.0,0.041829,0.036621,0.005208,0.006093,90.8179
2824.0,0.042863,0.036496,0.006367,0.006108,90.6017
2823.0,0.044293,0.036373,0.00792,0.006412,90.3039
2822.0,0.043254,0.036249,0.007005,0.006479,90.5204
2821.0,0.042647,0.036127,0.00652,0.006784,90.6468
2820.0,0.042243,0.036005,0.006238,0.006742,90.7313
2819.0,0.040968,0.035883,0.005085,0.006301,90.998
2818.0,0.043538,0.035763,0.007775,0.007031,90.4611
2817.0,0.043939,0.035643,0.008296,0.007796,90.3777
2816.0,0.042502,0.035523,0.006979,0.008483,90.6772
2815.0,0.043836,0.035404,0.008432,0.008976,90.3991
2814.0,0.048682,0.035286,0.013396,0.009556,89.3959
2813.0,0.042616,0.035169,0.007447,0.009136,90.6534
2812.0,0.043473,0.035052,0.008421,0.008396,90.4747
2811.0,0.043171,0.034935,0.008236,0.008365,90.5377
2810.0,0.04331,0.03482,0.00849,0.007698,90.5087
2809.0,0.039707,0.034705,0.005002,0.007373,91.2626
2808.0,0.041441,0.03459,0.006851,0.007689,90.8989
2807.0,0.045369,0.034476,0.010893,0.007632,90.0806
2806.0,0.040961,0.034363,0.006598,0.007384,90.9995
2805.0,0.042654,0.03425,0.008404,0.007331,90.6455
2804.0,0.040028,0.034138,0.00589,0.007657,91.1952
2803.0,0.041817,0.034027,0.00779,0.007419,90.8204
2802.0,0.040138,0.033916,0.006222,0.007399,91.1721
2801.0,0.042643,0.033806,0.008837,0.008021,90.6478
2800.0,0.043009,0.033696,0.009313,0.008642,90.5715
2799.0,0.042409,0.033588,0.008821,0.009307,90.6965
2798.0,0.043152,0.033479,0.009673,0.009365,90.5416
2797.0,0.042746,0.033371,0.009375,0.009899,90.6262
2796.0,0.044484,0.033264,0.01122,0.009967,90.2644
2795.0,0.041721,0.033158,0.008563,0.009876,90.8404
2794.0,0.042669,0.033052,0.009617,0.010068,90.6424
2793.0,0.044502,0.032946,0.011556,0.009794,90.2607
2792.0,0.042135,0.032842,0.009293,0.009729,90.7539
2791.0,0.04125,0.032737,0.008513,0.009202,90.939
2790.0,0.043054,0.032634,0.01042,0.009346,90.562
2789.0,0.040652,0.032531,0.008121,0.009426,91.0642
2788.0,0.042283,0.032428,0.009855,0.009417,90.7229
2787.0,0.040887,0.032327,0.00856,0.010101,91.015
2786.0,0.044184,0.032225,0.011959,0.010366,90.3266
2785.0,0.043442,0.032125,0.011317,0.010547,90.481
2784.0,0.041884,0.032025,0.009859,0.010667,90.8063
2783.0,0.043358,0.031925,0.011433,0.010453,90.4986
2782.0,0.041257,0.031826,0.009431,0.010453,90.9374
2781.0,0.042279,0.031728,0.010551,0.010341,90.7237
2780.0,0.040968,0.03163,0.009338,0.010411,90.998
2779.0,0.042907,0.031533,0.011374,0.010816,90.5927
2778.0,0.043221,0.031436,0.011785,0.011366,90.5272
2777.0,0.043295,0.03134,0.011955,0.011457,90.5117
2776.0,0.041926,0.031245,0.010681,0.012228,90.7975
2775.0,0.044401,0.03115,0.013251,0.012001,90.2816
2774.0,0.043601,0.031055,0.012546,0.011763,90.448
2773.0,0.040605,0.030962,0.009643,0.011545,91.0741
2772.0,0.045881,0.030868,0.015013,0.011835,89.9744
2771.0,0.038136,0.030776,0.00736,0.012061,91.5935
2770.0,0.044118,0.030684,0.013434,0.011642,90.3404
2769.0,0.042641,0.030592,0.012049,0.011668,90.6482
2768.0,0.044259,0.030501,0.013758,0.011756,90.3111
2767.0,0.041039,0.030411,0.010628,0.011478,90.9831
2766.0,0.040183,0.030321,0.009862,0.012203,91.1627
2765.0,0.042276,0.030231,0.012045,0.011276,90.7244
2764.0,0.042092,0.030143,0.011949,0.011433,90.7628
2763.0,0.042357,0.030054,0.012303,0.011379,90.7074
2762.0,0.041687,0.029967,0.01172,0.011966,90.8475
2761.0,0.039713,0.02988,0.009833,0.011923,91.2613
2760.0,0.043224,0.029793,0.013431,0.01145,90.5265
2759.0,0.040938,0.029707,0.011231,0.011381,91.0042
2758.0,0.04178,0.029621,0.012159,0.011319,90.8281
2757.0,0.039544,0.029536,0.010008,0.011702,91.2968
2756.0,0.040586,0.029452,0.011134,0.01186,91.0781
2755.0,0.042035,0.029368,0.012667,0.011573,90.7747
2754.0,0.041393,0.029285,0.012108,0.01173,90.9091
2753.0,0.042176,0.029202,0.012974,0.011954,90.7452
2752.0,0.039762,0.02912,0.010642,0.011975,91.2511
2751.0,0.040422,0.029038,0.011384,0.011738,91.1126
2750.0,0.040736,0.028957,0.011779,0.011519,91.0466
2749.0,0.04149,0.028876,0.012614,0.011632,90.8887
2748.0,0.039102,0.028796,0.010306,0.011524,91.3899
2747.0,0.041194,0.028716,0.012478,0.012108,90.9508
2746.0,0.040812,0.028637,0.012175,0.011999,91.0306
2745.0,0.041066,0.028558,0.012508,0.012323,90.9775
2744.0,0.040471,0.02848,0.011991,0.012925,91.1022
2743.0,0.042902,0.028403,0.014499,0.013713,90.5937
2742.0,0.040371,0.028326,0.012045,0.013705,91.1233
2741.0,0.044102,0.028249,0.015853,0.013834,90.3436
2740.0,0.043,0.028173,0.014827,0.0139,90.5733
2739.0,0.041457,0.028098,0.013359,0.013806,90.8956
2738.0,0.040049,0.028023,0.012026,0.013704,91.1908
2737.0,0.041815,0.027948,0.013867,0.01426,90.8208
2736.0,0.042076,0.027874,0.014202,0.013777,90.7662
2735.0,0.041821,0.027801,0.01402,0.013916,90.8195
2734.0,0.043069,0.027728,0.015341,0.013512,90.5589
2733.0,0.04211,0.027655,0.014455,0.013339,90.7591
2732.0,0.038008,0.027583,0.010425,0.013016,91.6204
2731.0,0.040419,0.027512,0.012907,0.012923,91.1132
2730.0,0.038669,0.027441,0.011228,0.013302,91.4809
2729.0,0.0431,0.027371,0.015729,0.013866,90.5524
2728.0,0.04226,0.027301,0.014959,0.014651,90.7277
2727.0,0.042443,0.027231,0.015212,0.015153,90.6895
2726.0,0.043586,0.027162,0.016424,0.014978,90.4511
2725.0,0.04199,0.027094,0.014896,0.015158,90.7841
2724.0,0.040485,0.027026,0.013459,0.014848,91.0992
2723.0,0.040047,0.026958,0.013089,0.014135,91.1913
2722.0,0.042101,0.026891,0.01521,0.013954,90.761
2721.0,0.042586,0.026825,0.015761,0.014229,90.6597
2720.0,0.040439,0.026759,0.01368,0.01475,91.1089
2719.0,0.038245,0.026693,0.011552,0.015029,91.5704
2718.0,0.044723,0.026628,0.018095,0.015045,90.2146
2717.0,0.042959,0.026564,0.016395,0.014395,90.5819
2716.0,0.040502,0.0265,0.014002,0.014497,91.0958
2715.0,0.040051,0.026436,0.013615,0.015064,91.1903
2714.0,0.040529,0.026373,0.014156,0.015354,91.0901
2713.0,0.040188,0.02631,0.013878,0.015231,91.1616
2712.0,0.044592,0.026248,0.018344,0.015735,90.2418
2711.0,0.043207,0.026186,0.017021,0.0162,90.5301
2710.0,0.041995,0.026125,0.01587,0.016025,90.7832
2709.0,0.042022,0.026064,0.015958,0.015293,90.7775
2708.0,0.03987,0.026004,0.013866,0.01507,91.2284
2707.0,0.040151,0.025944,0.014207,0.014511,91.1695
2706.0,0.039136,0.025885,0.013251,0.014569,91.3827
2705.0,0.040338,0.025826,0.014512,0.014769,91.1302
2704.0,0.043771,0.025767,0.018004,0.015099,90.4127
2703.0,0.040358,0.025709,0.014649,0.015287,91.1259
2702.0,0.040502,0.025652,0.01485,0.015525,91.0958
2701.0,0.040907,0.025595,0.015312,0.015333,91.0109
2700.0,0.0407,0.025538,0.015162,0.014653,91.0542
2699.0,0.039344,0.025482,0.013862,0.01429,91.339
2698.0,0.041166,0.025426,0.01574,0.014723,90.9566
2697.0,0.038277,0.025371,0.012906,0.01481,91.5636
2696.0,0.039972,0.025316,0.014656,0.014896,91.2069
2695.0,0.042167,0.025262,0.016905,0.015404,90.7472
2694.0,0.041324,0.025208,0.016116,0.015779,90.9235
2693.0,0.040696,0.025155,0.015541,0.016443,91.055
2692.0,0.0415,0.025102,0.016398,0.01712,90.8866
2691.0,0.042902,0.025049,0.017853,0.017105,90.5937
2690.0,0.041595,0.024997,0.016598,0.016644,90.8667
2689.0,0.0438,0.024945,0.018855,0.016792,90.4065
2688.0,0.04026,0.024894,0.015366,0.016678,91.1465
2687.0,0.040296,0.024843,0.015453,0.016177,91.1389
2686.0,0.039919,0.024793,0.015126,0.016157,91.2181
2685.0,0.042756,0.024743,0.018013,0.016244,90.6242
2684.0,0.04042,0.024694,0.015726,0.016563,91.113
2683.0,0.041071,0.024645,0.016426,0.017015,90.9764
2682.0,0.043512,0.024596,0.018916,0.017566,90.4666
2681.0,0.041227,0.024548,0.016679,0.01751,90.9437
2680.0,0.042739,0.0245,0.018239,0.016878,90.6278
2679.0,0.040384,0.024453,0.015931,0.017162,91.1204
2678.0,0.042835,0.024406,0.018429,0.016725,90.6077
2677.0,0.038571,0.024359,0.014212,0.016369,91.5017
2676.0,0.040282,0.024313,0.015969,0.016639,91.1418
2675.0,0.043251,0.024268,0.018983,0.01667,90.521
2674.0,0.039627,0.024222,0.015405,0.017088,91.2795
2673.0,0.042075,0.024178,0.017897,0.017278,90.7664
2672.0,0.042238,0.024133,0.018105,0.017708,90.7323
2671.0,0.041344,0.024089,0.017255,0.017778,90.9192
2670.0,0.041787,0.024046,0.017741,0.017191,90.8267
2669.0,0.041387,0.024003,0.017384,0.017455,90.9103
2668.0,0.040628,0.02396,0.016668,0.016871,91.0694
2667.0,0.0416,0.023918,0.017682,0.016582,90.8658
2666.0,0.038338,0.023876,0.014462,0.016863,91.5507
2665.0,0.042274,0.023834,0.01844,0.016861,90.7249
2664.0,0.039498,0.023793,0.015705,0.016942,91.3066
2663.0,0.041641,0.023752,0.017889,0.01707,90.8572
2662.0,0.042689,0.023712,0.018977,0.017649,90.6382
2661.0,0.03984,0.023672,0.016168,0.017867,91.2346
2660.0,0.041076,0.023633,0.017443,0.017789,90.9755
2659.0,0.041907,0.023594,0.018313,0.017515,90.8015
2658.0,0.042938,0.023555,0.019383,0.01751,90.5861
2657.0,0.03881,0.023517,0.015293,0.01757,91.4513
2656.0,0.041758,0.023479,0.018279,0.018133,90.8327
2655.0,0.039174,0.023441,0.015733,0.017506,91.3748
2654.0,0.044422,0.023404,0.021018,0.017528,90.2771
2653.0,0.040611,0.023368,0.017243,0.017761,91.0728
2652.0,0.041275,0.023331,0.017944,0.018103,90.9337
2651.0,0.038366,0.023295,0.015071,0.018214,91.545
2650.0,0.044122,0.02326,0.020862,0.018275,90.3395
2649.0,0.041544,0.023225,0.018319,0.017681,90.8774
2648.0,0.040977,0.02319,0.017787,0.018741,90.9961
