# PROCESSED SYNTHETIC DATASET -- ALS background subtracted, Savitzky-Golay smoothed
# DEMONSTRATION DATASET. Synthetically generated for portfolio purposes. These values were not measured on any instrument and do not describe a real sample.
two_theta_deg,intensity_raw_counts,background_counts,intensity_bg_subtracted_counts,intensity_smoothed_counts
33.68,212.0,202.39,9.61,27.11
33.7,233.0,202.35,30.65,27.06
33.72,251.0,202.3,48.7,27.77
33.74,235.0,202.25,32.75,27.72
33.76,193.0,202.2,-9.2,30.33
33.78,235.0,202.15,32.85,28.06
33.8,228.0,202.1,25.9,27.04
33.82,258.0,202.05,55.95,27.26
33.84,235.0,202.0,33.0,28.28
33.86,229.0,201.95,27.05,32.28
33.88,236.0,201.9,34.1,33.91
33.9,218.0,201.85,16.15,34.52
33.92,236.0,201.8,34.2,35.4
33.94,251.0,201.74,49.26,35.2
33.96,224.0,201.69,22.31,37.44
33.98,234.0,201.64,32.36,39.63
34.0,214.0,201.59,12.41,43.39
34.02,281.0,201.53,79.47,44.12
34.04,257.0,201.48,55.52,45.92
34.06,265.0,201.42,63.58,48.71
34.08,267.0,201.37,65.63,52.93
34.1,225.0,201.31,23.69,54.1
34.12,245.0,201.26,43.74,57.33
34.14,259.0,201.2,57.8,58.11
34.16,270.0,201.14,68.86,57.65
34.18,274.0,201.09,72.91,60.28
34.2,256.0,201.03,54.97,61.15
34.22,285.0,200.97,84.03,61.55
34.24,252.0,200.91,51.09,62.57
34.26,263.0,200.86,62.14,60.17
34.28,275.0,200.8,74.2,64.02
34.3,250.0,200.74,49.26,65.27
34.32,254.0,200.68,53.32,70.03
34.34,288.0,200.62,87.38,75.96
34.36,246.0,200.56,45.44,77.75
34.38,291.0,200.5,90.5,80.74
34.4,298.0,200.43,97.57,83.21
34.42,261.0,200.37,60.63,85.38
34.44,309.0,200.31,108.69,88.25
34.46,296.0,200.25,95.75,90.16
34.48,294.0,200.18,93.82,96.46
34.5,331.0,200.12,130.88,99.79
34.52,304.0,200.06,103.94,103.31
34.54,341.0,199.99,141.01,110.78
34.56,304.0,199.93,104.07,114.41
34.58,290.0,199.86,90.14,120.92
34.6,312.0,199.79,112.21,126.3
34.62,304.0,199.73,104.27,131.3
34.64,326.0,199.66,126.34,137.74
34.66,354.0,199.59,154.41,146.31
34.68,367.0,199.53,167.47,151.31
34.7,386.0,199.46,186.54,162.15
34.72,361.0,199.39,161.61,172.07
34.74,393.0,199.32,193.68,181.77
34.76,420.0,199.25,220.75,194.42
34.78,384.0,199.18,184.82,207.61
34.8,436.0,199.11,236.89,226.2
34.82,400.0,199.04,200.96,239.25
34.84,469.0,198.97,270.03,254.3
34.86,453.0,198.9,254.1,270.79
34.88,493.0,198.83,294.17,285.63
34.9,496.0,198.75,297.25,304.14
34.92,547.0,198.68,348.32,324.7
34.94,528.0,198.61,329.39,343.7
34.96,562.0,198.53,363.47,366.54
34.98,598.0,198.46,399.54,390.99
35.0,632.0,198.38,433.62,420.75
35.02,643.0,198.31,444.69,450.22
35.04,629.0,198.23,430.77,478.62
35.06,728.0,198.16,529.84,506.73
35.08,721.0,198.08,522.92,532.14
35.1,752.0,198.0,554.0,565.69
35.12,810.0,197.92,612.08,596.42
35.14,809.0,197.85,611.15,628.35
35.16,841.0,197.77,643.23,659.89
35.18,935.0,197.69,737.31,693.55
35.2,958.0,197.61,760.39,724.18
35.22,959.0,197.53,761.47,755.43
35.24,934.0,197.45,736.55,789.57
35.26,998.0,197.37,800.63,821.93
35.28,1006.0,197.29,808.71,845.45
35.3,1091.0,197.2,893.8,869.52
35.32,1136.0,197.12,938.88,895.7
35.34,1091.0,197.04,893.96,918.41
35.36,1131.0,196.95,934.05,935.92
35.38,1157.0,196.87,960.13,949.78
35.4,1167.0,196.79,970.21,960.96
35.42,1177.0,196.7,980.3,967.87
35.44,1193.0,196.62,996.38,972.61
35.46,1186.0,196.53,989.47,975.15
35.48,1124.0,196.44,927.56,971.36
35.5,1121.0,196.36,924.64,959.8
35.52,1224.0,196.27,1027.73,942.65
35.54,1131.0,196.18,934.82,922.45
35.56,1102.0,196.1,905.9,904.25
35.58,1049.0,196.01,852.99,882.25
35.6,1045.0,195.92,849.08,852.03
35.62,1052.0,195.83,856.17,820.11
35.64,973.0,195.74,777.26,786.94
35.66,930.0,195.65,734.35,753.36
35.68,928.0,195.56,732.44,717.09
35.7,866.0,195.47,670.53,684.44
35.72,840.0,195.38,644.62,652.9
35.74,797.0,195.28,601.72,614.85
35.76,814.0,195.19,618.81,579.55
35.78,743.0,195.1,547.9,551.93
35.8,663.0,195.0,468.0,520.42
35.82,661.0,194.91,466.09,490.03
35.84,655.0,194.82,460.18,459.32
35.86,635.0,194.72,440.28,430.64
35.88,614.0,194.63,419.37,407.41
35.9,576.0,194.53,381.47,382.08
35.92,594.0,194.44,399.56,356.62
35.94,529.0,194.34,334.66,335.16
35.96,483.0,194.24,288.76,313.23
35.98,512.0,194.15,317.85,295.18
36.0,448.0,194.05,253.95,277.81
36.02,435.0,193.95,241.05,262.95
36.04,441.0,193.85,247.15,247.54
36.06,425.0,193.75,231.25,228.87
36.08,407.0,193.65,213.35,214.32
36.1,404.0,193.55,210.45,202.19
36.12,370.0,193.45,176.55,190.58
36.14,375.0,193.35,181.65,181.54
36.16,381.0,193.25,187.75,172.84
36.18,367.0,193.15,173.85,164.89
36.2,369.0,193.05,175.95,158.03
36.22,326.0,192.95,133.05,148.93
36.24,309.0,192.84,116.16,143.22
36.26,334.0,192.74,141.26,136.84
36.28,330.0,192.64,137.36,130.11
36.3,347.0,192.54,154.46,125.44
36.32,311.0,192.43,118.57,120.98
36.34,299.0,192.33,106.67,116.03
36.36,310.0,192.22,117.78,112.98
36.38,286.0,192.12,93.88,108.24
36.4,273.0,192.01,80.99,105.52
36.42,322.0,191.91,130.09,103.8
36.44,284.0,191.8,92.2,103.87
36.46,301.0,191.69,109.31,104.29
36.48,308.0,191.59,116.41,103.98
36.5,285.0,191.48,93.52,104.28
36.52,295.0,191.37,103.63,103.56
36.54,288.0,191.26,96.74,102.67
36.56,292.0,191.16,100.84,104.99
36.58,306.0,191.05,114.95,107.36
36.6,296.0,190.94,105.06,107.32
36.62,311.0,190.83,120.17,109.89
36.64,301.0,190.72,110.28,109.54
36.66,314.0,190.61,123.39,108.6
36.68,293.0,190.5,102.5,112.29
36.7,311.0,190.39,120.61,111.49
36.72,296.0,190.28,105.72,111.43
36.74,265.0,190.17,74.83,112.25
36.76,308.0,190.06,117.94,111.9
36.78,325.0,189.95,135.05,111.41
36.8,311.0,189.83,121.17,110.17
36.82,285.0,189.72,95.28,109.39
36.84,316.0,189.61,126.39,109.44
36.86,287.0,189.5,97.5,107.68
36.88,311.0,189.38,121.62,109.1
36.9,303.0,189.27,113.73,111.89
36.92,269.0,189.16,79.84,113.8
36.94,301.0,189.04,111.96,114.09
36.96,305.0,188.93,116.07,115.93
36.98,301.0,188.81,112.19,116.24
37.0,296.0,188.7,107.3,112.18
37.02,305.0,188.58,116.42,110.51
37.04,310.0,188.47,121.53,111.02
37.06,305.0,188.35,116.65,111.29
37.08,306.0,188.24,117.76,109.0
37.1,333.0,188.12,144.88,109.59
37.12,302.0,188.0,114.0,106.56
37.14,263.0,187.89,75.11,105.5
37.16,282.0,187.77,94.23,102.47
37.18,282.0,187.65,94.35,99.58
37.2,266.0,187.54,78.46,99.06
37.22,266.0,187.42,78.58,94.87
37.24,294.0,187.3,106.7,91.83
37.26,292.0,187.18,104.82,88.13
37.28,276.0,187.07,88.93,84.35
37.3,266.0,186.95,79.05,80.76
37.32,275.0,186.83,88.17,79.65
37.34,250.0,186.71,63.29,77.2
37.36,274.0,186.59,87.41,78.31
37.38,261.0,186.47,74.53,76.65
37.4,288.0,186.35,101.65,74.21
37.42,243.0,186.23,56.77,73.08
37.44,213.0,186.11,26.89,70.9
37.46,269.0,185.99,83.01,67.42
37.48,246.0,185.87,60.13,62.64
37.5,247.0,185.75,61.25,61.48
37.52,257.0,185.63,71.37,59.55
37.54,267.0,185.51,81.49,56.34
37.56,224.0,185.39,38.61,54.97
37.58,248.0,185.27,62.73,52.85
37.6,225.0,185.15,39.85,50.09
37.62,251.0,185.03,65.97,47.27
37.64,224.0,184.91,39.09,45.53
37.66,210.0,184.78,25.22,45.97
37.68,221.0,184.66,36.34,43.97
37.7,221.0,184.54,36.46,39.45
37.72,239.0,184.42,54.58,38.67
37.74,208.0,184.3,23.7,35.62
37.76,224.0,184.17,39.83,32.96
37.78,239.0,184.05,54.95,33.19
37.8,200.0,183.93,16.07,34.91
37.82,221.0,183.81,37.19,32.68
37.84,206.0,183.68,22.32,33.48
37.86,234.0,183.56,50.44,33.72
37.88,211.0,183.44,27.56,32.92
37.9,209.0,183.31,25.69,33.16
37.92,210.0,183.19,26.81,31.25
37.94,214.0,183.07,30.93,30.8
37.96,206.0,182.94,23.06,29.94
37.98,229.0,182.82,46.18,30.56
38.0,234.0,182.7,51.3,29.04
38.02,205.0,182.57,22.43,30.37
38.04,197.0,182.45,14.55,32.78
38.06,225.0,182.32,42.68,30.25
38.08,203.0,182.2,20.8,30.84
38.1,187.0,182.08,4.92,29.06
38.12,236.0,181.95,54.05,29.61
38.14,201.0,181.83,19.17,29.1
38.16,221.0,181.7,39.3,28.35
38.18,207.0,181.58,25.42,26.56
38.2,214.0,181.45,32.55,25.52
38.22,213.0,181.33,31.67,24.88
38.24,222.0,181.2,40.8,24.96
38.26,188.0,181.08,6.92,24.46
38.28,178.0,180.96,-2.96,24.62
38.3,223.0,180.83,42.17,24.02
38.32,190.0,180.71,9.29,23.87
38.34,211.0,180.58,30.42,24.36
38.36,203.0,180.46,22.54,22.41
38.38,199.0,180.33,18.67,21.46
38.4,197.0,180.21,16.79,21.34
38.42,214.0,180.08,33.92,20.84
38.44,208.0,179.96,28.04,21.59
38.46,190.0,179.83,10.17,20.57
38.48,200.0,179.71,20.29,20.67
38.5,227.0,179.58,47.42,23.58
38.52,194.0,179.46,14.54,24.42
38.54,191.0,179.33,11.67,23.14
38.56,212.0,179.21,32.79,24.08
38.58,176.0,179.08,-3.08,24.11
38.6,192.0,178.96,13.04,24.73
38.62,230.0,178.83,51.17,23.73
38.64,189.0,178.71,10.29,22.86
38.66,218.0,178.58,39.42,22.33
38.68,187.0,178.46,8.54,24.02
38.7,228.0,178.33,49.67,24.85
38.72,221.0,178.21,42.79,24.89
38.74,190.0,178.08,11.92,25.14
38.76,185.0,177.96,7.04,28.74
38.78,202.0,177.83,24.17,29.03
38.8,208.0,177.71,30.29,28.05
38.82,190.0,177.58,12.42,29.05
38.84,197.0,177.46,19.54,26.7
38.86,220.0,177.34,42.66,25.09
38.88,220.0,177.21,42.79,27.83
38.9,216.0,177.09,38.91,26.41
38.92,198.0,176.96,21.04,26.76
38.94,209.0,176.84,32.16,25.35
38.96,203.0,176.71,26.29,25.65
38.98,206.0,176.59,29.41,27.41
39.0,174.0,176.47,-2.47,26.83
39.02,194.0,176.34,17.66,24.12
39.04,207.0,176.22,30.78,22.61
39.06,194.0,176.09,17.91,23.57
39.08,214.0,175.97,38.03,21.94
39.1,211.0,175.85,35.15,20.78
39.12,174.0,175.72,-1.72,22.39
39.14,200.0,175.6,24.4,22.9
39.16,199.0,175.48,23.52,24.32
39.18,195.0,175.35,19.65,24.6
39.2,210.0,175.23,34.77,25.02
39.22,187.0,175.11,11.89,27.04
39.24,192.0,174.98,17.02,27.68
39.26,219.0,174.86,44.14,26.53
39.28,220.0,174.74,45.26,25.74
39.3,187.0,174.62,12.38,26.16
39.32,209.0,174.49,34.51,26.32
39.34,207.0,174.37,32.63,26.36
39.36,184.0,174.25,9.75,25.85
39.38,207.0,174.13,32.87,24.56
39.4,195.0,174.0,21.0,22.97
39.42,197.0,173.88,23.12,22.99
39.44,208.0,173.76,34.24,23.48
39.46,175.0,173.64,1.36,23.73
39.48,198.0,173.52,24.48,22.08
39.5,194.0,173.4,20.6,20.17
39.52,199.0,173.27,25.73,21.42
39.54,191.0,173.15,17.85,21.24
39.56,177.0,173.03,3.97,20.51
39.58,197.0,172.91,24.09,20.68
39.6,212.0,172.79,39.21,19.72
39.62,189.0,172.67,16.33,19.81
39.64,216.0,172.55,43.45,20.38
39.66,191.0,172.43,18.57,20.34
39.68,171.0,172.31,-1.31,18.87
39.7,186.0,172.19,13.81,19.88
39.72,192.0,172.07,19.93,17.93
39.74,198.0,171.95,26.05,17.58
39.76,160.0,171.83,-11.83,16.57
39.78,203.0,171.71,31.29,18.28
39.8,182.0,171.59,10.41,17.19
39.82,187.0,171.48,15.52,14.76
39.84,212.0,171.36,40.64,14.66
39.86,172.0,171.24,0.76,17.1
39.88,182.0,171.12,10.88,17.78
39.9,179.0,171.0,8.0,21.99
39.92,207.0,170.88,36.12,23.47
39.94,183.0,170.77,12.23,23.66
39.96,199.0,170.65,28.35,24.14
39.98,196.0,170.53,25.47,25.67
40.0,209.0,170.42,38.58,28.53
40.02,163.0,170.3,-7.3,27.29
40.04,209.0,170.18,38.82,28.8
40.06,224.0,170.07,53.93,29.21
40.08,213.0,169.95,43.05,29.57
40.1,194.0,169.83,24.17,31.76
40.12,205.0,169.72,35.28,30.03
40.14,176.0,169.6,6.4,29.33
40.16,198.0,169.49,28.51,27.3
40.18,198.0,169.37,28.63,26.45
40.2,204.0,169.26,34.74,25.13
40.22,192.0,169.14,22.86,22.97
40.24,171.0,169.03,1.97,21.7
40.26,207.0,168.91,38.09,21.46
40.28,192.0,168.8,23.2,19.11
40.3,186.0,168.69,17.31,17.91
40.32,184.0,168.57,15.43,20.63
40.34,175.0,168.46,6.54,20.41
40.36,196.0,168.34,27.66,22.08
40.38,180.0,168.23,11.77,24.05
40.4,190.0,168.12,21.88,23.36
40.42,198.0,168.01,29.99,23.8
40.44,180.0,167.89,12.11,23.17
40.46,209.0,167.78,41.22,23.21
40.48,196.0,167.67,28.33,22.34
40.5,196.0,167.56,28.44,20.72
40.52,190.0,167.45,22.55,20.9
40.54,210.0,167.33,42.67,20.61
40.56,160.0,167.22,-7.22,21.41
40.58,214.0,167.11,46.89,21.85
40.6,168.0,167.0,1.0,21.17
40.62,168.0,166.89,1.11,21.56
40.64,176.0,166.78,9.22,20.33
40.66,172.0,166.67,5.33,20.37
40.68,190.0,166.56,23.44,21.26
40.7,191.0,166.45,24.55,21.17
40.72,201.0,166.34,34.66,21.79
40.74,193.0,166.23,26.77,21.02
40.76,203.0,166.12,36.88,22.72
40.78,206.0,166.02,39.98,23.55
40.8,184.0,165.91,18.09,25.63
40.82,184.0,165.8,18.2,26.37
40.84,188.0,165.69,22.31,29.24
40.86,189.0,165.58,23.42,28.51
40.88,201.0,165.48,35.52,27.38
40.9,190.0,165.37,24.63,27.72
40.92,184.0,165.26,18.74,26.56
40.94,178.0,165.15,12.85,26.63
40.96,196.0,165.05,30.95,26.85
40.98,218.0,164.94,53.06,28.27
41.0,184.0,164.83,19.17,28.06
41.02,193.0,164.73,28.27,27.76
41.04,199.0,164.62,34.38,27.64
41.06,177.0,164.52,12.48,26.6
41.08,186.0,164.41,21.59,26.66
41.1,202.0,164.31,37.69,26.31
41.12,205.0,164.2,40.8,24.9
41.14,182.0,164.1,17.9,24.47
41.16,194.0,163.99,30.01,23.04
41.18,186.0,163.89,22.11,22.33
41.2,180.0,163.78,16.22,21.58
41.22,163.0,163.68,-0.68,20.55
41.24,177.0,163.58,13.42,21.35
41.26,189.0,163.47,25.53,20.2
41.28,196.0,163.37,32.63,20.37
41.3,194.0,163.27,30.73,21.75
41.32,171.0,163.17,7.83,21.18
41.34,174.0,163.06,10.94,19.72
41.36,190.0,162.96,27.04,19.65
41.38,189.0,162.86,26.14,22.17
41.4,200.0,162.76,37.24,21.89
41.42,183.0,162.66,20.34,21.78
41.44,170.0,162.55,7.45,22.27
41.46,189.0,162.45,26.55,22.51
41.48,189.0,162.35,26.65,22.92
41.5,195.0,162.25,32.75,22.94
41.52,184.0,162.15,21.85,24.45
41.54,170.0,162.05,7.95,27.51
41.56,176.0,161.95,14.05,27.98
41.58,199.0,161.85,37.15,28.74
41.6,201.0,161.75,39.25,28.51
41.62,168.0,161.65,6.35,27.14
41.64,193.0,161.55,31.45,28.04
41.66,210.0,161.46,48.54,28.87
41.68,202.0,161.36,40.64,30.05
41.7,206.0,161.26,44.74,29.05
41.72,184.0,161.16,22.84,29.55
41.74,198.0,161.06,36.94,30.37
41.76,184.0,160.96,23.04,30.43
41.78,151.0,160.87,-9.87,30.82
41.8,202.0,160.77,41.23,30.29
41.82,172.0,160.67,11.33,28.76
41.84,181.0,160.58,20.42,29.88
41.86,218.0,160.48,57.52,29.85
41.88,185.0,160.38,24.62,28.55
41.9,201.0,160.29,40.71,28.47
41.92,180.0,160.19,19.81,28.02
41.94,198.0,160.1,37.9,28.97
41.96,190.0,160.0,30.0,29.96
41.98,183.0,159.91,23.09,30.61
42.0,204.0,159.81,44.19,33.27
42.02,190.0,159.72,30.28,35.55
42.04,185.0,159.62,25.38,34.42
42.06,201.0,159.53,41.47,35.12
42.08,178.0,159.43,18.57,36.17
42.1,202.0,159.34,42.66,36.24
42.12,189.0,159.25,29.75,37.96
42.14,188.0,159.15,28.85,38.55
42.16,220.0,159.06,60.94,40.21
42.18,202.0,158.97,43.03,39.82
42.2,217.0,158.87,58.13,41.62
42.22,210.0,158.78,51.22,43.46
42.24,193.0,158.69,34.31,42.72
42.26,182.0,158.6,23.4,43.68
42.28,207.0,158.51,48.49,44.3
42.3,220.0,158.41,61.59,43.81
42.32,183.0,158.32,24.68,44.66
42.34,198.0,158.23,39.77,44.55
42.36,212.0,158.14,53.86,44.34
42.38,204.0,158.05,45.95,44.21
42.4,203.0,157.96,45.04,44.33
42.42,218.0,157.87,60.13,46.86
42.44,200.0,157.78,42.22,48.25
42.46,187.0,157.69,29.31,51.04
42.48,219.0,157.6,61.4,53.75
42.5,216.0,157.51,58.49,56.19
42.52,211.0,157.42,53.58,58.77
42.54,225.0,157.33,67.67,61.17
42.56,223.0,157.24,65.76,65.68
42.58,216.0,157.15,58.85,69.21
42.6,245.0,157.06,87.94,74.68
42.62,240.0,156.98,83.02,81.18
42.64,238.0,156.89,81.11,87.77
42.66,238.0,156.8,81.2,91.75
42.68,251.0,156.71,94.29,98.38
42.7,257.0,156.62,100.38,102.4
42.72,269.0,156.54,112.46,106.13
42.74,270.0,156.45,113.55,111.83
42.76,261.0,156.36,104.64,116.27
42.78,299.0,156.28,142.72,118.42
42.8,300.0,156.19,143.81,122.67
42.82,293.0,156.1,136.9,126.76
42.84,278.0,156.02,121.98,130.74
42.86,277.0,155.93,121.07,134.37
42.88,266.0,155.85,110.15,138.4
42.9,309.0,155.76,153.24,141.96
42.92,285.0,155.67,129.33,143.43
42.94,312.0,155.59,156.41,144.77
42.96,299.0,155.5,143.5,146.95
42.98,290.0,155.42,134.58,149.51
43.0,303.0,155.34,147.66,151.98
43.02,336.0,155.25,180.75,150.63
43.04,316.0,155.17,160.83,149.96
43.06,312.0,155.08,156.92,151.5
43.08,293.0,155.0,138.0,151.51
43.1,317.0,154.91,162.09,149.67
43.12,298.0,154.83,143.17,146.52
43.14,287.0,154.75,132.25,142.21
43.16,304.0,154.66,149.34,140.53
43.18,306.0,154.58,151.42,135.28
43.2,283.0,154.5,128.5,131.05
43.22,269.0,154.42,114.58,128.07
43.24,247.0,154.33,92.67,123.52
43.26,277.0,154.25,122.75,120.03
43.28,295.0,154.17,140.83,117.15
43.3,254.0,154.09,99.91,114.33
43.32,260.0,154.01,105.99,110.2
43.34,261.0,153.93,107.07,105.77
43.36,266.0,153.84,112.16,101.65
43.38,255.0,153.76,101.24,98.09
43.4,237.0,153.68,83.32,93.83
43.42,261.0,153.6,107.4,91.25
43.44,268.0,153.52,114.48,90.42
43.46,229.0,153.44,75.56,87.54
43.48,231.0,153.36,77.64,83.62
43.5,211.0,153.28,57.72,78.68
43.52,230.0,153.2,76.8,74.81
43.54,211.0,153.12,57.88,73.78
43.56,229.0,153.04,75.96,70.44
43.58,214.0,152.96,61.04,67.31
43.6,237.0,152.88,84.12,63.21
43.62,217.0,152.8,64.2,59.44
43.64,219.0,152.73,66.27,56.18
43.66,212.0,152.65,59.35,53.02
43.68,190.0,152.57,37.43,50.84
43.7,203.0,152.49,50.51,51.57
43.72,207.0,152.41,54.59,50.9
43.74,196.0,152.34,43.66,49.97
43.76,206.0,152.26,53.74,48.56
43.78,184.0,152.18,31.82,46.49
43.8,182.0,152.1,29.9,44.58
43.82,180.0,152.03,27.97,42.17
43.84,200.0,151.95,48.05,40.58
43.86,212.0,151.87,60.13,42.03
43.88,207.0,151.8,55.2,40.74
43.9,194.0,151.72,42.28,40.53
43.92,212.0,151.64,60.36,41.45
43.94,188.0,151.57,36.43,38.97
43.96,178.0,151.49,26.51,36.73
43.98,184.0,151.42,32.58,37.4
44.0,167.0,151.34,15.66,36.11
44.02,196.0,151.27,44.73,36.65
44.04,176.0,151.19,24.81,35.08
44.06,207.0,151.12,55.88,34.67
44.08,187.0,151.04,35.96,32.03
44.1,162.0,150.97,11.03,31.32
44.12,193.0,150.89,42.11,32.68
44.14,185.0,150.82,34.18,33.23
44.16,161.0,150.75,10.25,32.74
44.18,194.0,150.67,43.33,34.14
44.2,210.0,150.6,59.4,35.89
44.22,172.0,150.53,21.47,36.95
44.24,196.0,150.45,45.55,35.86
44.26,180.0,150.38,29.62,35.88
44.28,195.0,150.31,44.69,36.82
44.3,169.0,150.24,18.76,34.28
44.32,199.0,150.16,48.84,35.99
44.34,190.0,150.09,39.91,36.44
44.36,172.0,150.02,21.98,36.19
44.38,186.0,149.95,36.05,35.8
44.4,198.0,149.88,48.12,36.29
44.42,196.0,149.8,46.2,33.75
44.44,171.0,149.73,21.27,32.83
44.46,165.0,149.66,15.34,34.07
44.48,205.0,149.59,55.41,32.82
44.5,166.0,149.52,16.48,33.84
44.52,172.0,149.45,22.55,33.73
44.54,213.0,149.38,63.62,35.56
44.56,181.0,149.31,31.69,34.89
44.58,186.0,149.24,36.76,35.73
44.6,165.0,149.17,15.83,36.62
44.62,193.0,149.1,43.9,36.16
44.64,171.0,149.03,21.97,35.6
44.66,191.0,148.96,42.04,37.09
44.68,198.0,148.89,49.11,38.4
44.7,188.0,148.82,39.18,35.89
44.72,196.0,148.76,47.24,33.43
44.74,184.0,148.69,35.31,34.56
44.76,188.0,148.62,39.38,33.16
44.78,169.0,148.55,20.45,32.09
44.8,179.0,148.48,30.52,33.44
44.82,182.0,148.42,33.58,33.28
44.84,174.0,148.35,25.65,33.57
44.86,173.0,148.28,24.72,30.91
44.88,185.0,148.21,36.79,30.76
44.9,163.0,148.15,14.85,29.45
44.92,162.0,148.08,13.92,28.51
44.94,201.0,148.01,52.99,28.86
44.96,195.0,147.95,47.05,28.1
44.98,178.0,147.88,30.12,30.16
45.0,181.0,147.82,33.18,30.53
45.02,174.0,147.75,26.25,32.24
45.04,176.0,147.68,28.32,31.82
45.06,172.0,147.62,24.38,32.56
45.08,166.0,147.55,18.45,32.99
45.1,191.0,147.49,43.51,31.2
45.12,178.0,147.42,30.58,30.9
45.14,174.0,147.36,26.64,32.77
45.16,188.0,147.3,40.7,31.62
45.18,181.0,147.23,33.77,30.03
45.2,198.0,147.17,50.83,31.84
45.22,165.0,147.1,17.9,33.07
45.24,183.0,147.04,35.96,32.28
45.26,166.0,146.98,19.02,31.85
45.28,180.0,146.91,33.09,30.97
45.3,167.0,146.85,20.15,30.32
45.32,173.0,146.79,26.21,29.11
45.34,206.0,146.72,59.28,30.34
45.36,185.0,146.66,38.34,31.28
45.38,158.0,146.6,11.4,31.98
45.4,180.0,146.54,33.46,32.01
45.42,180.0,146.48,33.52,31.4
45.44,160.0,146.41,13.59,30.53
45.46,165.0,146.35,18.65,31.61
45.48,184.0,146.29,37.71,30.06
45.5,185.0,146.23,38.77,31.62
45.52,189.0,146.17,42.83,30.82
45.54,191.0,146.11,44.89,31.05
45.56,201.0,146.05,54.95,29.3
45.58,149.0,145.99,3.01,27.53
45.6,171.0,145.93,25.07,28.91
45.62,159.0,145.87,13.13,28.86
45.64,158.0,145.81,12.19,28.11
45.66,181.0,145.75,35.25,29.69
45.68,184.0,145.69,38.31,30.21
45.7,175.0,145.63,29.37,27.94
45.72,190.0,145.57,44.43,26.02
45.74,154.0,145.51,8.49,25.08
45.76,170.0,145.46,24.54,24.16
45.78,162.0,145.4,16.6,25.0
45.8,179.0,145.34,33.66,26.98
45.82,186.0,145.28,40.72,29.04
45.84,174.0,145.22,28.78,29.12
45.86,187.0,145.17,41.83,29.82
45.88,172.0,145.11,26.89,30.37
45.9,147.0,145.05,1.95,27.49
45.92,158.0,145.0,13.0,27.77
45.94,181.0,144.94,36.06,28.34
45.96,178.0,144.88,33.12,29.55
45.98,183.0,144.83,38.17,31.39
46.0,193.0,144.77,48.23,30.24
46.02,177.0,144.72,32.28,29.76
46.04,165.0,144.66,20.34,29.06
46.06,183.0,144.6,38.4,29.83
46.08,165.0,144.55,20.45,29.99
46.1,169.0,144.49,24.51,29.9
46.12,151.0,144.44,6.56,32.33
46.14,202.0,144.39,57.61,32.58
46.16,177.0,144.33,32.67,29.86
46.18,180.0,144.28,35.72,27.22
46.2,161.0,144.22,16.78,27.49
46.22,165.0,144.17,20.83,26.44
46.24,177.0,144.12,32.88,24.84
46.26,179.0,144.06,34.94,26.08
46.28,172.0,144.01,27.99,26.57
46.3,160.0,143.96,16.04,26.24
46.32,179.0,143.9,35.1,25.72
46.34,175.0,143.85,31.15,25.46
46.36,143.0,143.8,-0.8,25.65
46.38,160.0,143.75,16.25,24.91
46.4,178.0,143.7,34.3,27.79
46.42,183.0,143.65,39.35,28.83
46.44,155.0,143.59,11.41,29.37
46.46,173.0,143.54,29.46,28.76
46.48,195.0,143.49,51.51,28.0
46.5,168.0,143.44,24.56,28.36
46.52,168.0,143.39,24.61,29.6
46.54,168.0,143.34,24.66,29.77
46.56,194.0,143.29,50.71,27.54
46.58,178.0,143.24,34.76,27.51
46.6,174.0,143.19,30.81,28.63
46.62,165.0,143.14,21.86,26.63
46.64,152.0,143.09,8.91,25.87
46.66,158.0,143.04,14.96,25.1
46.68,170.0,143.0,27.0,25.3
46.7,170.0,142.95,27.05,25.1
46.72,174.0,142.9,31.1,25.65
46.74,168.0,142.85,25.15,27.49
46.76,155.0,142.8,12.2,28.77
46.78,164.0,142.76,21.24,31.12
46.8,194.0,142.71,51.29,31.99
46.82,184.0,142.66,41.34,33.36
46.84,165.0,142.61,22.39,34.1
46.86,182.0,142.57,39.43,34.34
46.88,172.0,142.52,29.48,35.49
46.9,193.0,142.47,50.53,34.96
46.92,193.0,142.43,50.57,34.15
46.94,174.0,142.38,31.62,33.78
46.96,176.0,142.34,33.66,32.55
46.98,183.0,142.29,40.71,32.06
47.0,169.0,142.25,26.75,31.14
47.02,129.0,142.2,-13.2,28.71
47.04,155.0,142.16,12.84,26.75
47.06,173.0,142.11,30.89,26.92
47.08,174.0,142.07,31.93,24.35
47.1,183.0,142.02,40.98,22.29
47.12,158.0,141.98,16.02,22.51
47.14,163.0,141.94,21.06,21.57
47.16,164.0,141.89,22.11,23.1
47.18,162.0,141.85,20.15,24.83
47.2,174.0,141.81,32.19,25.03
47.22,165.0,141.77,23.23,26.82
47.24,163.0,141.72,21.28,28.69
47.26,169.0,141.68,27.32,30.5
47.28,163.0,141.64,21.36,29.78
47.3,156.0,141.6,14.4,29.27
47.32,202.0,141.56,60.44,29.84
47.34,185.0,141.51,43.49,29.75
47.36,167.0,141.47,25.53,29.95
47.38,179.0,141.43,37.57,28.55
47.4,164.0,141.39,22.61,28.22
47.42,168.0,141.35,26.65,28.17
47.44,182.0,141.31,40.69,28.64
47.46,161.0,141.27,19.73,28.27
47.48,169.0,141.23,27.77,29.46
