# PROCESSED SYNTHETIC DATASET -- smoothed, turbidity-corrected, photometric flags
# DEMONSTRATION DATASET. Synthetically generated for portfolio purposes. These values were not measured on any instrument and do not describe a real sample.
wavelength_nm,photon_energy_eV,absorbance_raw,absorbance_smoothed,scattering_baseline,absorbance_scatter_corrected,photometrically_unreliable
642.0,1.93122,0.28511,0.28538,0.26408,0.0213,False
643.0,1.92821,0.28543,0.28429,0.26326,0.02104,False
644.0,1.92522,0.28477,0.28348,0.26243,0.02105,False
645.0,1.92224,0.28068,0.28225,0.26161,0.02063,False
646.0,1.91926,0.28072,0.281,0.2608,0.0202,False
647.0,1.91629,0.27861,0.28004,0.25998,0.02006,False
648.0,1.91334,0.2788,0.2788,0.25918,0.01962,False
649.0,1.91039,0.2795,0.27794,0.25837,0.01957,False
650.0,1.90745,0.27765,0.27707,0.25757,0.0195,False
651.0,1.90452,0.27445,0.27623,0.25677,0.01945,False
652.0,1.9016,0.27684,0.27554,0.25598,0.01956,False
653.0,1.89869,0.27408,0.27477,0.25519,0.01958,False
654.0,1.89578,0.27388,0.27426,0.2544,0.01986,False
655.0,1.89289,0.27405,0.27325,0.25362,0.01963,False
656.0,1.89,0.27224,0.27222,0.25284,0.01938,False
657.0,1.88713,0.27041,0.27137,0.25206,0.01931,False
658.0,1.88426,0.27134,0.27064,0.25129,0.01934,False
659.0,1.8814,0.2713,0.26965,0.25052,0.01913,False
660.0,1.87855,0.26909,0.26897,0.24976,0.01921,False
661.0,1.87571,0.26542,0.26824,0.249,0.01924,False
662.0,1.87287,0.26709,0.26745,0.24824,0.01921,False
663.0,1.87005,0.26713,0.26685,0.24748,0.01937,False
664.0,1.86723,0.26723,0.26614,0.24673,0.01941,False
665.0,1.86442,0.2657,0.26545,0.24599,0.01947,False
666.0,1.86162,0.26479,0.26469,0.24524,0.01945,False
667.0,1.85883,0.26441,0.26399,0.2445,0.01949,False
668.0,1.85605,0.26246,0.26343,0.24376,0.01967,False
669.0,1.85328,0.2625,0.26216,0.24303,0.01913,False
670.0,1.85051,0.26114,0.26098,0.2423,0.01868,False
671.0,1.84775,0.26068,0.25975,0.24157,0.01818,False
672.0,1.845,0.25764,0.25889,0.24084,0.01804,False
673.0,1.84226,0.25818,0.25806,0.24012,0.01794,False
674.0,1.83953,0.25808,0.25714,0.23941,0.01773,False
675.0,1.8368,0.25419,0.25634,0.23869,0.01765,False
676.0,1.83409,0.25553,0.25554,0.23798,0.01756,False
677.0,1.83138,0.25496,0.2548,0.23727,0.01753,False
678.0,1.82868,0.25583,0.25392,0.23656,0.01736,False
679.0,1.82598,0.25334,0.25346,0.23586,0.01759,False
680.0,1.8233,0.25161,0.25236,0.23516,0.0172,False
681.0,1.82062,0.25189,0.2515,0.23447,0.01703,False
682.0,1.81795,0.25087,0.25088,0.23377,0.01711,False
683.0,1.81529,0.24921,0.24979,0.23308,0.0167,False
684.0,1.81263,0.24858,0.24884,0.2324,0.01644,False
685.0,1.80999,0.24937,0.248,0.23171,0.01628,False
686.0,1.80735,0.24504,0.24742,0.23103,0.01638,False
687.0,1.80472,0.24783,0.24671,0.23036,0.01635,False
688.0,1.8021,0.2464,0.24571,0.22968,0.01603,False
689.0,1.79948,0.24421,0.24486,0.22901,0.01585,False
690.0,1.79687,0.24446,0.244,0.22834,0.01566,False
691.0,1.79427,0.24378,0.24305,0.22767,0.01537,False
692.0,1.79168,0.24209,0.24209,0.22701,0.01508,False
693.0,1.78909,0.24059,0.24136,0.22635,0.01501,False
694.0,1.78652,0.2393,0.24012,0.22569,0.01443,False
695.0,1.78395,0.23989,0.23953,0.22504,0.0145,False
696.0,1.78138,0.23877,0.23881,0.22439,0.01442,False
697.0,1.77883,0.23802,0.23786,0.22374,0.01413,False
698.0,1.77628,0.23736,0.23712,0.22309,0.01403,False
699.0,1.77374,0.23662,0.23642,0.22245,0.01397,False
700.0,1.7712,0.23553,0.23585,0.22181,0.01404,False
701.0,1.76868,0.23652,0.23524,0.22117,0.01407,False
702.0,1.76616,0.23279,0.23438,0.22053,0.01385,False
703.0,1.76364,0.233,0.23366,0.2199,0.01376,False
704.0,1.76114,0.23342,0.23292,0.21927,0.01365,False
705.0,1.75864,0.2323,0.2321,0.21865,0.01345,False
706.0,1.75615,0.23245,0.23125,0.21802,0.01323,False
707.0,1.75367,0.23026,0.2303,0.2174,0.0129,False
708.0,1.75119,0.2286,0.22915,0.21678,0.01237,False
709.0,1.74872,0.22876,0.22847,0.21617,0.0123,False
710.0,1.74626,0.22749,0.22751,0.21555,0.01196,False
711.0,1.7438,0.22612,0.2265,0.21494,0.01156,False
712.0,1.74135,0.22541,0.22575,0.21433,0.01142,False
713.0,1.73891,0.22433,0.22508,0.21373,0.01135,False
714.0,1.73647,0.22426,0.22449,0.21312,0.01136,False
715.0,1.73404,0.22564,0.22398,0.21252,0.01146,False
716.0,1.73162,0.22322,0.22353,0.21192,0.01161,False
717.0,1.72921,0.22224,0.22291,0.21133,0.01159,False
718.0,1.7268,0.22291,0.22215,0.21073,0.01142,False
719.0,1.7244,0.22152,0.22161,0.21014,0.01146,False
720.0,1.722,0.22041,0.22091,0.20956,0.01135,False
721.0,1.71961,0.22099,0.22003,0.20897,0.01106,False
722.0,1.71723,0.21921,0.21897,0.20839,0.01059,False
723.0,1.71486,0.21632,0.21817,0.20781,0.01037,False
724.0,1.71249,0.21758,0.21715,0.20723,0.00992,False
725.0,1.71013,0.21835,0.21615,0.20665,0.0095,False
726.0,1.70777,0.21461,0.21531,0.20608,0.00923,False
727.0,1.70542,0.21388,0.21471,0.20551,0.00921,False
728.0,1.70308,0.21292,0.21406,0.20494,0.00913,False
729.0,1.70074,0.21345,0.21334,0.20437,0.00897,False
730.0,1.69841,0.21246,0.21275,0.20381,0.00894,False
731.0,1.69609,0.21288,0.21198,0.20324,0.00874,False
732.0,1.69377,0.21205,0.21143,0.20268,0.00875,False
733.0,1.69146,0.21198,0.21082,0.20213,0.00869,False
734.0,1.68916,0.2089,0.20984,0.20157,0.00827,False
735.0,1.68686,0.20765,0.2089,0.20102,0.00788,False
736.0,1.68457,0.2095,0.20789,0.20047,0.00742,False
737.0,1.68228,0.20763,0.20729,0.19992,0.00737,False
738.0,1.68,0.2059,0.20657,0.19937,0.0072,False
739.0,1.67773,0.20358,0.20595,0.19883,0.00712,False
740.0,1.67546,0.20511,0.20534,0.19829,0.00705,False
741.0,1.6732,0.20593,0.20491,0.19775,0.00716,False
742.0,1.67095,0.20528,0.20417,0.19721,0.00695,False
743.0,1.6687,0.2054,0.20342,0.19668,0.00674,False
744.0,1.66645,0.20199,0.2029,0.19614,0.00675,False
745.0,1.66422,0.20157,0.20221,0.19561,0.00659,False
746.0,1.66199,0.20098,0.20165,0.19508,0.00657,False
747.0,1.65976,0.20071,0.20094,0.19456,0.00638,False
748.0,1.65754,0.19959,0.20032,0.19403,0.00628,False
749.0,1.65533,0.20026,0.19976,0.19351,0.00625,False
750.0,1.65312,0.19884,0.19925,0.19299,0.00625,False
751.0,1.65092,0.19876,0.19879,0.19247,0.00632,False
752.0,1.64873,0.20012,0.19799,0.19196,0.00603,False
753.0,1.64654,0.1979,0.19726,0.19144,0.00582,False
754.0,1.64435,0.19589,0.19646,0.19093,0.00552,False
755.0,1.64217,0.1948,0.19571,0.19042,0.00529,False
756.0,1.64,0.19438,0.19475,0.18991,0.00483,False
757.0,1.63784,0.19321,0.19409,0.18941,0.00468,False
758.0,1.63568,0.19317,0.19321,0.18891,0.00431,False
759.0,1.63352,0.1936,0.19235,0.1884,0.00395,False
760.0,1.63137,0.19207,0.19199,0.1879,0.00409,False
761.0,1.62923,0.19178,0.19173,0.18741,0.00432,False
762.0,1.62709,0.19045,0.19112,0.18691,0.00421,False
763.0,1.62496,0.19129,0.19061,0.18642,0.00419,False
764.0,1.62283,0.18893,0.19021,0.18593,0.00429,False
765.0,1.62071,0.18959,0.18957,0.18544,0.00413,False
766.0,1.61859,0.19022,0.18884,0.18495,0.00389,False
767.0,1.61648,0.18841,0.18813,0.18446,0.00367,False
768.0,1.61438,0.18624,0.18748,0.18398,0.0035,False
769.0,1.61228,0.18805,0.18668,0.18349,0.00318,False
770.0,1.61018,0.18632,0.1859,0.18301,0.00289,False
771.0,1.6081,0.18394,0.18514,0.18254,0.0026,False
772.0,1.60601,0.18392,0.1845,0.18206,0.00245,False
773.0,1.60394,0.18381,0.18404,0.18158,0.00245,False
774.0,1.60186,0.18414,0.18366,0.18111,0.00255,False
775.0,1.5998,0.18217,0.18317,0.18064,0.00253,False
776.0,1.59773,0.18343,0.18247,0.18017,0.0023,False
777.0,1.59568,0.18206,0.18215,0.1797,0.00244,False
778.0,1.59363,0.18374,0.18187,0.17924,0.00263,False
779.0,1.59158,0.18088,0.18139,0.17877,0.00262,False
780.0,1.58954,0.17936,0.18067,0.17831,0.00236,False
781.0,1.58751,0.17937,0.1799,0.17785,0.00205,False
782.0,1.58548,0.17947,0.17938,0.17739,0.00199,False
783.0,1.58345,0.17978,0.17855,0.17694,0.00161,False
784.0,1.58143,0.17853,0.17784,0.17648,0.00136,False
785.0,1.57942,0.17695,0.1774,0.17603,0.00137,False
786.0,1.57741,0.17543,0.17708,0.17558,0.0015,False
787.0,1.5754,0.17655,0.17652,0.17513,0.00139,False
788.0,1.5734,0.17675,0.17599,0.17468,0.00131,False
789.0,1.57141,0.17464,0.1752,0.17423,0.00097,False
790.0,1.56942,0.17542,0.17473,0.17379,0.00094,False
791.0,1.56744,0.17596,0.17431,0.17335,0.00096,False
792.0,1.56546,0.17225,0.17387,0.17291,0.00096,False
793.0,1.56348,0.17273,0.17317,0.17247,0.0007,False
794.0,1.56151,0.1731,0.17245,0.17203,0.00042,False
795.0,1.55955,0.17072,0.17183,0.17159,0.00023,False
796.0,1.55759,0.17294,0.1713,0.17116,0.00014,False
797.0,1.55564,0.17002,0.17051,0.17072,-0.00021,False
798.0,1.55369,0.16988,0.17002,0.17029,-0.00027,False
799.0,1.55174,0.16903,0.16986,0.16986,-1e-05,False
800.0,1.5498,0.17017,0.16921,0.16944,-0.00023,False
801.0,1.54787,0.16841,0.16881,0.16901,-0.00019,False
802.0,1.54594,0.16806,0.16843,0.16858,-0.00015,False
803.0,1.54401,0.1676,0.16779,0.16816,-0.00038,False
804.0,1.54209,0.16868,0.16753,0.16774,-0.00021,False
805.0,1.54018,0.16729,0.16693,0.16732,-0.00039,False
806.0,1.53827,0.16551,0.16654,0.1669,-0.00036,False
807.0,1.53636,0.16692,0.16598,0.16648,-0.0005,False
808.0,1.53446,0.16457,0.16548,0.16607,-0.00058,False
809.0,1.53256,0.16476,0.16497,0.16565,-0.00068,False
810.0,1.53067,0.16503,0.16459,0.16524,-0.00065,False
811.0,1.52878,0.16378,0.16429,0.16483,-0.00055,False
812.0,1.5269,0.16487,0.16394,0.16442,-0.00049,False
813.0,1.52502,0.16263,0.16377,0.16401,-0.00025,False
814.0,1.52315,0.16284,0.16315,0.16361,-0.00046,False
815.0,1.52128,0.16393,0.16274,0.1632,-0.00046,False
816.0,1.51941,0.16335,0.16232,0.1628,-0.00048,False
817.0,1.51755,0.16194,0.16192,0.1624,-0.00048,False
818.0,1.5157,0.16012,0.16166,0.162,-0.00034,False
819.0,1.51385,0.16177,0.16123,0.1616,-0.00037,False
820.0,1.512,0.15898,0.16098,0.1612,-0.00022,False
821.0,1.51016,0.16129,0.16065,0.16081,-0.00016,False
822.0,1.50832,0.16158,0.16022,0.16041,-0.0002,False
823.0,1.50649,0.16008,0.16004,0.16002,2e-05,False
824.0,1.50466,0.15996,0.15981,0.15963,0.00019,False
825.0,1.50284,0.15883,0.15948,0.15924,0.00025,False
826.0,1.50102,0.15921,0.15902,0.15885,0.00017,False
827.0,1.4992,0.15884,0.15848,0.15846,2e-05,False
828.0,1.49739,0.15731,0.15764,0.15808,-0.00043,False
829.0,1.49559,0.15775,0.15712,0.15769,-0.00058,False
830.0,1.49379,0.15625,0.15677,0.15731,-0.00054,False
831.0,1.49199,0.15624,0.15628,0.15693,-0.00065,False
832.0,1.49019,0.15589,0.15596,0.15655,-0.00058,False
833.0,1.48841,0.1541,0.1554,0.15617,-0.00077,False
834.0,1.48662,0.15575,0.15506,0.15579,-0.00073,False
835.0,1.48484,0.15566,0.15493,0.15542,-0.00048,False
836.0,1.48306,0.15467,0.15426,0.15504,-0.00078,False
837.0,1.48129,0.15357,0.15402,0.15467,-0.00065,False
838.0,1.47953,0.15405,0.15352,0.15429,-0.00078,False
839.0,1.47776,0.15218,0.15322,0.15392,-0.0007,False
840.0,1.476,0.15371,0.15274,0.15355,-0.00081,False
841.0,1.47425,0.15226,0.15224,0.15319,-0.00094,False
842.0,1.4725,0.14965,0.15201,0.15282,-0.00081,False
843.0,1.47075,0.15368,0.15165,0.15245,-0.0008,False
844.0,1.46901,0.1506,0.15137,0.15209,-0.00072,False
845.0,1.46727,0.15183,0.15086,0.15173,-0.00086,False
846.0,1.46553,0.14984,0.15068,0.15137,-0.00068,False
847.0,1.4638,0.15148,0.15008,0.15101,-0.00092,False
848.0,1.46208,0.14988,0.14998,0.15065,-0.00067,False
849.0,1.46036,0.14811,0.14976,0.15029,-0.00053,False
850.0,1.45864,0.14953,0.1489,0.14993,-0.00103,False
851.0,1.45692,0.14817,0.14867,0.14958,-0.00091,False
852.0,1.45521,0.14964,0.14864,0.14922,-0.00058,False
853.0,1.45351,0.14714,0.14838,0.14887,-0.00049,False
854.0,1.45181,0.1496,0.14786,0.14852,-0.00066,False
855.0,1.45011,0.14654,0.14748,0.14817,-0.00069,False
856.0,1.44841,0.14594,0.14721,0.14782,-0.00061,False
857.0,1.44672,0.14917,0.14684,0.14747,-0.00063,False
858.0,1.44504,0.14817,0.14666,0.14713,-0.00047,False
859.0,1.44336,0.14287,0.1462,0.14678,-0.00058,False
860.0,1.44168,0.14525,0.14589,0.14644,-0.00054,False
861.0,1.44,0.14576,0.14554,0.14609,-0.00056,False
862.0,1.43833,0.14701,0.14543,0.14575,-0.00032,False
863.0,1.43667,0.14565,0.14509,0.14541,-0.00032,False
864.0,1.435,0.1445,0.1447,0.14507,-0.00037,False
865.0,1.43334,0.1434,0.14453,0.14473,-0.0002,False
866.0,1.43169,0.14439,0.14464,0.1444,0.00024,False
867.0,1.43004,0.14498,0.14399,0.14406,-7e-05,False
868.0,1.42839,0.14329,0.14361,0.14373,-0.00012,False
869.0,1.42675,0.14346,0.14337,0.14339,-2e-05,False
870.0,1.42511,0.14312,0.14321,0.14306,0.00014,False
871.0,1.42347,0.142,0.14273,0.14273,0.0,False
872.0,1.42184,0.14348,0.14235,0.1424,-5e-05,False
873.0,1.42021,0.14116,0.14181,0.14207,-0.00026,False
874.0,1.41858,0.14272,0.14143,0.14174,-0.00031,False
875.0,1.41696,0.1412,0.14111,0.14142,-0.0003,False
876.0,1.41534,0.13923,0.14068,0.14109,-0.00041,False
877.0,1.41373,0.1391,0.14023,0.14077,-0.00053,False
878.0,1.41212,0.1413,0.13976,0.14044,-0.00069,False
879.0,1.41051,0.13963,0.13944,0.14012,-0.00068,False
880.0,1.40891,0.13963,0.13918,0.1398,-0.00062,False
881.0,1.40731,0.13838,0.13882,0.13948,-0.00067,False
882.0,1.40572,0.13851,0.13881,0.13916,-0.00035,False
883.0,1.40412,0.1381,0.13863,0.13885,-0.00022,False
884.0,1.40254,0.13851,0.1385,0.13853,-3e-05,False
885.0,1.40095,0.13945,0.13824,0.13821,3e-05,False
886.0,1.39937,0.13703,0.13834,0.1379,0.00044,False
887.0,1.39779,0.13868,0.13825,0.13759,0.00067,False
888.0,1.39622,0.13854,0.13838,0.13727,0.0011,False
889.0,1.39465,0.1375,0.13828,0.13696,0.00132,False
890.0,1.39308,0.13921,0.13785,0.13665,0.0012,False
891.0,1.39152,0.13719,0.13761,0.13634,0.00126,False
892.0,1.38996,0.13778,0.13713,0.13603,0.00109,False
893.0,1.3884,0.13668,0.13694,0.13573,0.00121,False
894.0,1.38685,0.13734,0.13645,0.13542,0.00103,False
895.0,1.3853,0.13497,0.13601,0.13512,0.0009,False
896.0,1.38375,0.13455,0.13568,0.13481,0.00087,False
897.0,1.38221,0.13728,0.13551,0.13451,0.001,False
898.0,1.38067,0.13466,0.13554,0.13421,0.00133,False
899.0,1.37913,0.13698,0.13584,0.13391,0.00193,False
900.0,1.3776,0.13578,0.13646,0.13361,0.00285,False
