# PROCESSED SYNTHETIC DATASET -- Savitzky-Golay smoothed mass and DTG derivative
# DEMONSTRATION DATASET. Synthetically generated for portfolio purposes. These values were not measured on any instrument and do not describe a real sample.
temperature_C,mass_percent_raw,mass_percent_smoothed,dtg_percent_per_C
389.5,95.7667,95.7616,0.001652
390.0,95.7611,95.7607,0.001652
390.5,95.7618,95.7602,0.001641
391.0,95.7529,95.7594,0.00162
391.5,95.7573,95.7589,0.00161
392.0,95.7583,95.7581,0.0016
392.5,95.7571,95.7572,0.001587
393.0,95.7561,95.7566,0.001594
393.5,95.7606,95.7557,0.001579
394.0,95.7591,95.7549,0.001578
394.5,95.7585,95.7543,0.001559
395.0,95.7596,95.7538,0.001555
395.5,95.7466,95.753,0.001565
396.0,95.7517,95.7522,0.001571
396.5,95.7447,95.7514,0.001578
397.0,95.7471,95.7504,0.001576
397.5,95.7452,95.7493,0.001577
398.0,95.7443,95.7486,0.001576
398.5,95.7429,95.7476,0.001567
399.0,95.7512,95.7467,0.001571
399.5,95.7478,95.7463,0.001586
400.0,95.7483,95.7455,0.001562
400.5,95.7472,95.7452,0.001563
401.0,95.7488,95.7444,0.00156
401.5,95.7421,95.7437,0.001556
402.0,95.7442,95.7428,0.00154
402.5,95.7432,95.7422,0.001541
403.0,95.7351,95.7416,0.001544
403.5,95.7416,95.7408,0.001537
404.0,95.7461,95.74,0.00153
404.5,95.7433,95.7392,0.001515
405.0,95.7417,95.7383,0.001517
405.5,95.7308,95.7377,0.001516
406.0,95.7398,95.7369,0.00154
406.5,95.7319,95.7361,0.001528
407.0,95.7366,95.7355,0.001529
407.5,95.7277,95.7349,0.001513
408.0,95.7349,95.7343,0.001499
408.5,95.7318,95.7333,0.001509
409.0,95.734,95.7326,0.001503
409.5,95.7281,95.7315,0.001501
410.0,95.7366,95.7306,0.001513
410.5,95.728,95.7298,0.001506
411.0,95.7321,95.7286,0.001511
411.5,95.7344,95.7277,0.001519
412.0,95.7252,95.7269,0.00152
412.5,95.7339,95.7261,0.001522
413.0,95.7165,95.7252,0.00153
413.5,95.7216,95.7245,0.001525
414.0,95.7264,95.7241,0.001524
414.5,95.7231,95.7233,0.001512
415.0,95.7229,95.7224,0.001505
415.5,95.7186,95.7216,0.001503
416.0,95.7239,95.7208,0.001506
416.5,95.7156,95.7199,0.001537
417.0,95.718,95.7195,0.001557
417.5,95.7208,95.7189,0.001548
418.0,95.7119,95.718,0.001543
418.5,95.7149,95.7171,0.00154
419.0,95.7213,95.7164,0.001542
419.5,95.7133,95.7157,0.001553
420.0,95.711,95.715,0.001566
420.5,95.7162,95.7139,0.001566
421.0,95.7139,95.7129,0.001565
421.5,95.71,95.7119,0.001576
422.0,95.7187,95.711,0.001575
422.5,95.7108,95.7099,0.001576
423.0,95.7076,95.7092,0.001571
423.5,95.7164,95.7086,0.001571
424.0,95.7037,95.7078,0.001569
424.5,95.7101,95.7071,0.001587
425.0,95.7072,95.7064,0.001596
425.5,95.7118,95.7059,0.001617
426.0,95.7069,95.7048,0.001601
426.5,95.6945,95.7039,0.001608
427.0,95.7003,95.7032,0.00162
427.5,95.7083,95.7025,0.001634
428.0,95.7034,95.7018,0.001643
428.5,95.6942,95.7011,0.001642
429.0,95.703,95.7004,0.001636
429.5,95.692,95.6997,0.001639
430.0,95.6961,95.6989,0.001646
430.5,95.7031,95.6982,0.001651
431.0,95.695,95.6968,0.001662
431.5,95.6957,95.6962,0.001681
432.0,95.6865,95.6954,0.001693
432.5,95.6898,95.6947,0.001703
433.0,95.6964,95.6939,0.001711
433.5,95.6964,95.6931,0.001716
434.0,95.6941,95.6923,0.001724
434.5,95.6945,95.6914,0.001733
435.0,95.6981,95.6907,0.001734
435.5,95.6941,95.69,0.001733
436.0,95.6808,95.6892,0.001731
436.5,95.6906,95.6886,0.001737
437.0,95.6928,95.6876,0.001746
437.5,95.6816,95.6867,0.001757
438.0,95.6875,95.6859,0.001766
438.5,95.6882,95.6852,0.001786
439.0,95.6879,95.6846,0.001809
439.5,95.6843,95.6837,0.001825
440.0,95.6812,95.6829,0.00183
440.5,95.6802,95.6823,0.001841
441.0,95.679,95.6814,0.001845
441.5,95.6784,95.68,0.001848
442.0,95.6748,95.6788,0.001858
442.5,95.6768,95.6778,0.001888
443.0,95.6754,95.6768,0.001906
443.5,95.6886,95.6759,0.001917
444.0,95.6684,95.6747,0.001921
444.5,95.6775,95.6736,0.001925
445.0,95.6703,95.6721,0.001948
445.5,95.6673,95.6709,0.001943
446.0,95.6727,95.67,0.001973
446.5,95.6684,95.6687,0.001992
447.0,95.6672,95.6675,0.002027
447.5,95.6736,95.6664,0.002035
448.0,95.661,95.6657,0.002062
448.5,95.6613,95.6648,0.002071
449.0,95.6642,95.6637,0.002087
449.5,95.6662,95.6626,0.002119
450.0,95.6649,95.6616,0.002131
450.5,95.6629,95.6602,0.002158
451.0,95.6608,95.6594,0.00217
451.5,95.655,95.6584,0.002193
452.0,95.6494,95.6572,0.002211
452.5,95.6504,95.6561,0.002232
453.0,95.6485,95.655,0.002249
453.5,95.651,95.6541,0.002268
454.0,95.6596,95.653,0.002285
454.5,95.6621,95.6519,0.002308
455.0,95.6458,95.6507,0.002337
455.5,95.6462,95.6495,0.002347
456.0,95.6477,95.6482,0.002354
456.5,95.6508,95.6474,0.002362
457.0,95.6475,95.6461,0.002387
457.5,95.6504,95.6452,0.002408
458.0,95.6403,95.6442,0.002414
458.5,95.6394,95.6429,0.00244
459.0,95.6483,95.6418,0.002461
459.5,95.6464,95.6405,0.00247
460.0,95.6422,95.6393,0.002489
460.5,95.6324,95.6384,0.002498
461.0,95.6373,95.6372,0.002512
461.5,95.6291,95.6358,0.002537
462.0,95.6367,95.6346,0.002551
462.5,95.6333,95.6335,0.002579
463.0,95.638,95.6324,0.002596
463.5,95.6211,95.631,0.002613
464.0,95.6286,95.6297,0.002626
464.5,95.6365,95.6282,0.002634
465.0,95.6286,95.6269,0.002646
465.5,95.6284,95.6254,0.002668
466.0,95.6172,95.6239,0.00268
466.5,95.6208,95.6225,0.002677
467.0,95.6198,95.6215,0.002688
467.5,95.6206,95.6202,0.002694
468.0,95.6178,95.6186,0.002699
468.5,95.6211,95.617,0.002718
469.0,95.6208,95.6158,0.002727
469.5,95.6138,95.6145,0.002735
470.0,95.6103,95.6129,0.002738
470.5,95.6047,95.6118,0.002745
471.0,95.6122,95.6098,0.002754
471.5,95.6075,95.6081,0.002781
472.0,95.6135,95.6064,0.002804
472.5,95.6032,95.6052,0.002821
473.0,95.601,95.6038,0.002843
473.5,95.5992,95.6023,0.002861
474.0,95.6048,95.6009,0.002864
474.5,95.596,95.5991,0.002875
475.0,95.5986,95.5977,0.002898
475.5,95.5932,95.5962,0.00291
476.0,95.6004,95.5947,0.002933
476.5,95.599,95.5927,0.002955
477.0,95.5986,95.5913,0.002976
477.5,95.585,95.5899,0.002992
478.0,95.5879,95.5885,0.003009
478.5,95.5882,95.587,0.003029
479.0,95.5786,95.5854,0.003043
479.5,95.5755,95.5837,0.003056
480.0,95.5901,95.5818,0.003056
480.5,95.5802,95.5806,0.00306
481.0,95.5831,95.5792,0.003075
481.5,95.5663,95.5779,0.003112
482.0,95.5709,95.5765,0.003122
482.5,95.5779,95.5749,0.003151
483.0,95.5635,95.5735,0.003159
483.5,95.5799,95.5717,0.00316
484.0,95.5728,95.5702,0.003182
484.5,95.5813,95.5687,0.003205
485.0,95.5644,95.5676,0.003218
485.5,95.5684,95.5662,0.003238
486.0,95.5599,95.5646,0.003251
486.5,95.5577,95.563,0.003262
487.0,95.565,95.5615,0.003279
487.5,95.5562,95.5596,0.003294
488.0,95.5558,95.5581,0.003317
488.5,95.5596,95.5566,0.003333
489.0,95.5618,95.5554,0.003358
489.5,95.55,95.5539,0.003368
490.0,95.5541,95.5525,0.00337
490.5,95.5482,95.5509,0.003371
491.0,95.5524,95.5494,0.003379
491.5,95.5428,95.5481,0.003394
492.0,95.553,95.5464,0.003415
492.5,95.5547,95.5444,0.003445
493.0,95.535,95.543,0.003446
493.5,95.5383,95.5413,0.003454
494.0,95.5344,95.5398,0.003461
494.5,95.5383,95.5377,0.003476
495.0,95.5405,95.5357,0.003497
495.5,95.53,95.5339,0.003518
496.0,95.5371,95.5318,0.003533
496.5,95.5343,95.5299,0.003543
497.0,95.526,95.5278,0.003562
497.5,95.5222,95.5263,0.003574
498.0,95.5192,95.5244,0.003595
498.5,95.5234,95.5227,0.003592
499.0,95.5207,95.5207,0.003607
499.5,95.5216,95.5187,0.003606
500.0,95.5247,95.5168,0.003626
500.5,95.517,95.5147,0.003646
501.0,95.5092,95.5125,0.00366
501.5,95.5069,95.5106,0.003658
502.0,95.5138,95.5088,0.003653
502.5,95.5102,95.5068,0.003673
503.0,95.506,95.5049,0.003692
503.5,95.5008,95.5027,0.003706
504.0,95.4954,95.5009,0.003709
504.5,95.495,95.4989,0.003728
505.0,95.4984,95.4974,0.003744
505.5,95.4925,95.496,0.003764
506.0,95.4925,95.4939,0.003773
506.5,95.4898,95.4918,0.00379
507.0,95.4856,95.4897,0.003812
507.5,95.4883,95.4876,0.003825
508.0,95.4865,95.4859,0.003842
508.5,95.4787,95.4841,0.003845
509.0,95.49,95.4823,0.003863
509.5,95.4863,95.4803,0.003861
510.0,95.4789,95.4784,0.003876
510.5,95.4757,95.4765,0.003873
511.0,95.4731,95.4743,0.003881
511.5,95.4721,95.4724,0.00388
512.0,95.4664,95.4704,0.003893
512.5,95.4688,95.4687,0.003903
513.0,95.4696,95.4669,0.00391
513.5,95.4697,95.4652,0.003908
514.0,95.4655,95.463,0.003915
514.5,95.462,95.461,0.003932
515.0,95.4586,95.4594,0.00395
515.5,95.4591,95.4577,0.003962
516.0,95.4605,95.4557,0.003963
516.5,95.4542,95.4537,0.003964
517.0,95.4516,95.4516,0.00397
517.5,95.4415,95.4495,0.003959
518.0,95.4398,95.4477,0.003973
518.5,95.4457,95.4457,0.003976
519.0,95.4466,95.4438,0.003981
519.5,95.4425,95.4418,0.003977
520.0,95.445,95.4396,0.003968
520.5,95.4339,95.4376,0.003972
521.0,95.4282,95.4355,0.003965
521.5,95.4353,95.4333,0.003963
522.0,95.4378,95.4316,0.003953
522.5,95.4292,95.43,0.00396
523.0,95.4245,95.428,0.003946
523.5,95.4279,95.4262,0.003945
524.0,95.4241,95.4242,0.003926
524.5,95.4235,95.4223,0.003926
525.0,95.4166,95.42,0.003925
525.5,95.4203,95.4179,0.00392
526.0,95.4139,95.4161,0.003907
526.5,95.4195,95.4143,0.003895
527.0,95.4116,95.4128,0.003891
527.5,95.4084,95.4109,0.003881
528.0,95.404,95.4088,0.003875
528.5,95.4095,95.4069,0.00387
529.0,95.4095,95.4051,0.003869
529.5,95.403,95.403,0.003853
530.0,95.4036,95.401,0.003846
530.5,95.3948,95.3986,0.003858
531.0,95.3969,95.3964,0.003832
531.5,95.3916,95.3944,0.003824
532.0,95.3909,95.3925,0.003814
532.5,95.3962,95.3905,0.003812
533.0,95.39,95.3885,0.003812
533.5,95.3924,95.3865,0.00379
534.0,95.3876,95.3842,0.003784
534.5,95.3824,95.3826,0.003788
535.0,95.3749,95.3809,0.003783
535.5,95.3826,95.3791,0.003764
536.0,95.3707,95.377,0.003751
536.5,95.3761,95.3752,0.003737
537.0,95.3694,95.3733,0.003729
537.5,95.3751,95.3713,0.003729
538.0,95.3754,95.3693,0.00373
538.5,95.3632,95.3675,0.003722
539.0,95.3637,95.3657,0.003708
539.5,95.3519,95.3638,0.00369
540.0,95.3579,95.3619,0.003693
540.5,95.3612,95.3597,0.003683
541.0,95.3547,95.3577,0.003678
541.5,95.3535,95.3561,0.003671
542.0,95.3602,95.3541,0.003649
542.5,95.3564,95.3524,0.003627
543.0,95.3563,95.3507,0.003627
543.5,95.3476,95.3487,0.003607
544.0,95.3476,95.347,0.003591
544.5,95.3484,95.3449,0.003572
545.0,95.3448,95.3431,0.003566
545.5,95.349,95.3415,0.003544
546.0,95.3422,95.3397,0.003531
546.5,95.3437,95.3384,0.00352
547.0,95.3296,95.3371,0.003514
547.5,95.3329,95.3356,0.003512
548.0,95.3262,95.334,0.003493
548.5,95.3334,95.3325,0.003472
549.0,95.3261,95.3308,0.003455
549.5,95.3273,95.3289,0.003436
550.0,95.332,95.3272,0.003413
550.5,95.3243,95.3256,0.003399
551.0,95.3193,95.3242,0.003392
551.5,95.3165,95.3227,0.003386
552.0,95.3212,95.3212,0.003383
552.5,95.3193,95.3192,0.003363
553.0,95.3258,95.3174,0.003339
553.5,95.3126,95.3157,0.00332
554.0,95.3093,95.3138,0.003302
554.5,95.3201,95.3121,0.003293
555.0,95.3091,95.3108,0.003283
555.5,95.3108,95.3091,0.00326
556.0,95.3091,95.3078,0.003238
556.5,95.3054,95.3061,0.003223
557.0,95.3131,95.3044,0.003216
557.5,95.3037,95.3027,0.0032
558.0,95.3042,95.3011,0.003189
558.5,95.3088,95.2999,0.003173
559.0,95.2935,95.2985,0.00315
559.5,95.2907,95.297,0.003133
560.0,95.291,95.2952,0.003124
560.5,95.2891,95.2936,0.003103
561.0,95.2907,95.2918,0.003077
561.5,95.2836,95.2904,0.003066
562.0,95.298,95.2886,0.003055
562.5,95.2872,95.2868,0.003034
563.0,95.2906,95.2854,0.003005
563.5,95.2829,95.2839,0.002982
564.0,95.2764,95.2821,0.00296
564.5,95.2762,95.2805,0.002956
565.0,95.2805,95.2787,0.002942
565.5,95.2769,95.2772,0.002925
566.0,95.2805,95.2759,0.002887
566.5,95.2768,95.2741,0.002867
567.0,95.272,95.2725,0.002853
567.5,95.2653,95.2713,0.00283
568.0,95.2739,95.2695,0.002814
568.5,95.2608,95.2682,0.002789
569.0,95.269,95.2668,0.002766
569.5,95.269,95.2654,0.002741
570.0,95.2683,95.2639,0.002723
570.5,95.2645,95.2628,0.002714
571.0,95.2546,95.2615,0.002694
571.5,95.2564,95.2603,0.002674
572.0,95.2629,95.2589,0.002658
572.5,95.2613,95.2574,0.002645
573.0,95.2527,95.2562,0.002621
573.5,95.2568,95.2549,0.00261
574.0,95.249,95.2536,0.002575
574.5,95.2531,95.2522,0.002552
575.0,95.2552,95.2513,0.002535
575.5,95.2493,95.25,0.002526
576.0,95.2467,95.2488,0.002503
576.5,95.2474,95.2476,0.002476
577.0,95.2428,95.246,0.002449
577.5,95.2502,95.2449,0.00242
578.0,95.24,95.2439,0.002386
578.5,95.244,95.2429,0.002362
579.0,95.2463,95.2421,0.00233
579.5,95.237,95.2409,0.0023
580.0,95.2351,95.2397,0.002273
580.5,95.2456,95.2383,0.002247
581.0,95.2341,95.2372,0.002231
581.5,95.2343,95.2358,0.002206
582.0,95.2316,95.2346,0.002176
582.5,95.2436,95.2336,0.002158
583.0,95.2262,95.2327,0.002138
583.5,95.2314,95.2316,0.002131
584.0,95.2395,95.2303,0.002114
584.5,95.2293,95.2292,0.002103
585.0,95.2319,95.2283,0.002073
585.5,95.2241,95.2274,0.002048
586.0,95.222,95.2264,0.002024
586.5,95.2253,95.2254,0.002001
587.0,95.2215,95.2242,0.001975
587.5,95.2216,95.2233,0.001958
588.0,95.2237,95.2226,0.001948
588.5,95.2249,95.2218,0.001933
589.0,95.223,95.2209,0.001905
589.5,95.2275,95.2197,0.001873
590.0,95.2147,95.2186,0.001847
590.5,95.2122,95.2178,0.001829
591.0,95.2113,95.2171,0.001817
591.5,95.2072,95.2163,0.001787
592.0,95.2176,95.2156,0.001753
592.5,95.2158,95.2147,0.001741
593.0,95.2145,95.2138,0.001718
593.5,95.2154,95.2131,0.001708
594.0,95.2127,95.2123,0.001684
594.5,95.2149,95.2114,0.001668
595.0,95.2105,95.2103,0.001655
595.5,95.2079,95.2097,0.001645
596.0,95.2125,95.2087,0.001627
596.5,95.212,95.2081,0.001627
597.0,95.207,95.2076,0.001602
597.5,95.2071,95.2066,0.001579
598.0,95.2042,95.2059,0.001549
598.5,95.203,95.205,0.001543
599.0,95.2073,95.2043,0.001509
599.5,95.21,95.2036,0.001486
600.0,95.1999,95.2026,0.00149
600.5,95.1981,95.2016,0.001481
601.0,95.1961,95.2011,0.001483
601.5,95.2001,95.2005,0.001459
602.0,95.2066,95.1999,0.001433
602.5,95.204,95.1993,0.001419
603.0,95.2028,95.1986,0.001406
603.5,95.1894,95.1978,0.001385
604.0,95.1939,95.197,0.001378
604.5,95.196,95.1961,0.00138
605.0,95.1922,95.1956,0.001366
605.5,95.1939,95.195,0.001346
606.0,95.1937,95.1942,0.001338
606.5,95.1901,95.1935,0.001309
607.0,95.1915,95.1929,0.0013
607.5,95.1959,95.1923,0.001284
608.0,95.1945,95.1915,0.001273
608.5,95.1899,95.1906,0.001258
609.0,95.184,95.1899,0.001237
609.5,95.1886,95.1893,0.001218
610.0,95.1938,95.1886,0.001207
610.5,95.1909,95.188,0.00121
611.0,95.1918,95.1872,0.001194
611.5,95.1825,95.1866,0.001177
612.0,95.1839,95.186,0.001158
612.5,95.1934,95.1854,0.001143
613.0,95.1918,95.1847,0.001142
613.5,95.1775,95.1839,0.001133
614.0,95.1844,95.1832,0.001131
614.5,95.1814,95.1827,0.001117
615.0,95.191,95.1825,0.001105
615.5,95.1796,95.1821,0.001095
616.0,95.1814,95.1818,0.001076
616.5,95.179,95.1812,0.001068
617.0,95.1806,95.1808,0.00107
617.5,95.1728,95.1803,0.001053
618.0,95.1739,95.1798,0.001039
618.5,95.1783,95.1791,0.001043
619.0,95.1785,95.1787,0.001036
619.5,95.1716,95.178,0.001028
620.0,95.177,95.1776,0.001013
620.5,95.1767,95.1771,0.001015
621.0,95.1804,95.1769,0.00099
621.5,95.177,95.1763,0.000973
622.0,95.1773,95.1758,0.000986
622.5,95.1752,95.1752,0.00097
623.0,95.1733,95.1751,0.000964
623.5,95.1801,95.1744,0.000946
624.0,95.1711,95.1745,0.000924
624.5,95.1745,95.1739,0.00091
625.0,95.1787,95.1732,0.000901
625.5,95.1772,95.1729,0.000878
626.0,95.1792,95.1725,0.00087
626.5,95.1727,95.1721,0.000864
627.0,95.1706,95.1719,0.000871
627.5,95.1689,95.1713,0.000876
628.0,95.1741,95.1712,0.000857
628.5,95.1701,95.1709,0.000845
629.0,95.1665,95.1705,0.000818
629.5,95.1649,95.1698,0.000788
630.0,95.1686,95.1695,0.000774
630.5,95.1677,95.1689,0.000775
631.0,95.1746,95.1683,0.000762
631.5,95.1628,95.168,0.000754
632.0,95.1709,95.1676,0.000745
632.5,95.1625,95.1671,0.000741
633.0,95.1718,95.1667,0.000726
633.5,95.1618,95.1664,0.000719
634.0,95.1687,95.166,0.000704
634.5,95.1624,95.1656,0.000696
635.0,95.1652,95.1652,0.000677
635.5,95.1567,95.1646,0.000674
636.0,95.1757,95.1641,0.000667
636.5,95.1509,95.164,0.000647
637.0,95.1644,95.1635,0.000639
637.5,95.1677,95.1631,0.000633
638.0,95.1666,95.1628,0.000619
638.5,95.1701,95.1624,0.000608
639.0,95.156,95.162,0.000595
639.5,95.1581,95.1618,0.000586
640.0,95.1667,95.1614,0.000586
640.5,95.161,95.1612,0.000585
641.0,95.1563,95.1611,0.000589
641.5,95.1607,95.1607,0.000564
642.0,95.1695,95.1602,0.000543
642.5,95.1609,95.1599,0.000543
643.0,95.1623,95.1595,0.000512
643.5,95.1603,95.1591,0.000498
644.0,95.1561,95.1589,0.000479
644.5,95.161,95.1584,0.000462
645.0,95.1542,95.1583,0.000463
645.5,95.155,95.158,0.000468
646.0,95.1544,95.1581,0.000468
646.5,95.1579,95.1579,0.000472
647.0,95.1558,95.1575,0.000449
647.5,95.1537,95.1574,0.000441
648.0,95.1644,95.1572,0.000438
648.5,95.1569,95.1569,0.000437
649.0,95.1508,95.1572,0.000444
649.5,95.1543,95.1567,0.000446
650.0,95.1525,95.1563,0.000433
650.5,95.1585,95.1564,0.000435
651.0,95.1578,95.1563,0.000443
651.5,95.1638,95.1563,0.000432
652.0,95.1537,95.1557,0.000431
652.5,95.1578,95.1553,0.000424
653.0,95.1508,95.1554,0.000436
653.5,95.1525,95.1551,0.000428
654.0,95.1558,95.1551,0.00042
654.5,95.1587,95.155,0.000402
655.0,95.1531,95.1553,0.000396
655.5,95.1559,95.1549,0.000393
656.0,95.1583,95.155,0.000387
656.5,95.1601,95.1549,0.000386
657.0,95.1582,95.1547,0.000386
657.5,95.1552,95.1546,0.000375
658.0,95.1553,95.1545,0.000361
658.5,95.1501,95.1542,0.000342
659.0,95.1497,95.1542,0.000331
659.5,95.163,95.1541,0.000322
660.0,95.1495,95.1541,0.000314
660.5,95.1532,95.1537,0.000312
661.0,95.1508,95.1536,0.000297
661.5,95.1483,95.1537,0.000304
662.0,95.1494,95.1534,0.000299
662.5,95.157,95.1532,0.000281
663.0,95.1447,95.1529,0.000288
663.5,95.1533,95.1527,0.000292
664.0,95.152,95.1524,0.000305
664.5,95.1624,95.1524,0.0003
665.0,95.1567,95.1522,0.000304
665.5,95.1488,95.1521,0.000301
666.0,95.1573,95.1516,0.00031
666.5,95.1456,95.1515,0.000305
667.0,95.1476,95.1515,0.000297
667.5,95.1477,95.1512,0.000291
668.0,95.1601,95.1513,0.000292
668.5,95.15,95.1512,0.000291
669.0,95.1519,95.1512,0.000302
669.5,95.1525,95.1512,0.0003
670.0,95.153,95.1509,0.0003
670.5,95.1481,95.1505,0.000288
671.0,95.1566,95.1503,0.000285
671.5,95.1447,95.1497,0.000275
672.0,95.1478,95.1496,0.00027
672.5,95.1436,95.1496,0.000266
673.0,95.1544,95.1494,0.000263
673.5,95.1536,95.1492,0.00024
674.0,95.1446,95.1487,0.000255
674.5,95.1474,95.1481,0.000239
675.0,95.1447,95.1479,0.000231
675.5,95.1472,95.1479,0.000235
676.0,95.1507,95.1473,0.000243
676.5,95.1511,95.1471,0.00025
677.0,95.1496,95.1468,0.000236
677.5,95.1479,95.1469,0.000232
678.0,95.149,95.1469,0.000242
678.5,95.1528,95.1467,0.000242
679.0,95.1429,95.1468,0.000232
679.5,95.1406,95.1468,0.000224
680.0,95.1537,95.1466,0.000242
680.5,95.1332,95.1461,0.000239
681.0,95.1419,95.1462,0.000237
681.5,95.1372,95.146,0.000239
682.0,95.1412,95.1458,0.000232
682.5,95.1523,95.1458,0.000236
683.0,95.1503,95.146,0.000231
683.5,95.1478,95.1463,0.000216
684.0,95.1547,95.1467,0.000207
684.5,95.1393,95.1466,0.000203
685.0,95.1455,95.1466,0.000198
685.5,95.143,95.1463,0.000184
686.0,95.1461,95.1466,0.000187
686.5,95.1504,95.1466,0.000177
687.0,95.1557,95.1464,0.000155
687.5,95.1436,95.1467,0.000147
688.0,95.1438,95.1464,0.000129
688.5,95.1481,95.1463,0.000132
689.0,95.1476,95.1461,0.000122
689.5,95.1486,95.1463,0.000121
690.0,95.1464,95.1462,0.000112
690.5,95.1497,95.1461,0.000109
691.0,95.1458,95.146,9.6e-05
691.5,95.1438,95.1463,0.000101
692.0,95.1368,95.1463,9.1e-05
692.5,95.1431,95.1461,9e-05
693.0,95.1538,95.1462,8.7e-05
693.5,95.1502,95.1457,8.3e-05
694.0,95.1505,95.1455,8e-05
694.5,95.1517,95.145,9e-05
695.0,95.1497,95.1447,9e-05
695.5,95.142,95.1449,9.2e-05
696.0,95.1376,95.1451,8.6e-05
696.5,95.1381,95.1451,7.5e-05
697.0,95.1421,95.1454,7.3e-05
697.5,95.1409,95.145,8.1e-05
698.0,95.1476,95.1449,6.7e-05
698.5,95.1389,95.1449,6.2e-05
699.0,95.1473,95.1447,5.4e-05
699.5,95.1478,95.1446,4.8e-05
700.0,95.133,95.1449,5.2e-05
700.5,95.1469,95.1447,4.1e-05
701.0,95.145,95.1444,1.7e-05
701.5,95.149,95.1445,1.5e-05
702.0,95.1404,95.1445,2e-06
702.5,95.1498,95.1444,1.7e-05
703.0,95.1452,95.1443,2.8e-05
703.5,95.1493,95.1443,2.1e-05
704.0,95.1426,95.1444,2.5e-05
704.5,95.1426,95.1444,2.1e-05
705.0,95.1457,95.1439,1.8e-05
705.5,95.1479,95.1438,9e-06
706.0,95.1471,95.1441,2.1e-05
706.5,95.1481,95.1442,2.4e-05
707.0,95.1508,95.1444,2.4e-05
707.5,95.144,95.1446,2.8e-05
708.0,95.1422,95.1448,3.9e-05
708.5,95.14,95.145,4.9e-05
709.0,95.143,95.1448,5.4e-05
709.5,95.1393,95.1447,3.7e-05
710.0,95.1457,95.1446,4.2e-05
710.5,95.144,95.1446,2.3e-05
711.0,95.1367,95.1447,3.4e-05
711.5,95.1453,95.1447,4.7e-05
712.0,95.1471,95.1449,3.4e-05
712.5,95.1399,95.145,2.8e-05
713.0,95.1443,95.1447,2e-05
713.5,95.1489,95.1446,2.5e-05
714.0,95.1433,95.1447,2.6e-05
714.5,95.1416,95.1448,2.4e-05
715.0,95.1466,95.1447,2.8e-05
715.5,95.1491,95.1447,3.2e-05
716.0,95.147,95.1447,2.5e-05
716.5,95.1436,95.1444,3.8e-05
717.0,95.1411,95.1445,4.3e-05
717.5,95.152,95.1444,3.1e-05
718.0,95.1434,95.1442,4.5e-05
718.5,95.143,95.1443,3e-05
719.0,95.147,95.1444,3.4e-05
719.5,95.1444,95.1444,1.9e-05
720.0,95.1481,95.1446,1.6e-05
720.5,95.1485,95.1446,1.5e-05
721.0,95.1403,95.1447,3.1e-05
721.5,95.1454,95.1446,3.5e-05
722.0,95.1453,95.1445,4.4e-05
722.5,95.1478,95.1443,2.8e-05
723.0,95.142,95.1445,2.4e-05
723.5,95.145,95.1445,1.3e-05
724.0,95.1411,95.1443,1e-06
724.5,95.1379,95.1442,6e-06
725.0,95.1448,95.144,2.5e-05
725.5,95.1398,95.1441,2.4e-05
726.0,95.1485,95.1442,1.2e-05
726.5,95.1399,95.1442,9e-06
727.0,95.1391,95.1443,8e-06
727.5,95.1426,95.144,1.5e-05
728.0,95.1434,95.1438,1e-06
728.5,95.1421,95.1439,1.6e-05
729.0,95.1548,95.144,1.9e-05
729.5,95.1405,95.1438,2e-05
730.0,95.1436,95.1436,1.3e-05
730.5,95.1476,95.1438,1.8e-05
731.0,95.1443,95.1437,2.7e-05
731.5,95.1423,95.1436,3.5e-05
732.0,95.1493,95.1436,3.9e-05
732.5,95.1436,95.1436,4.9e-05
733.0,95.1473,95.1435,5.7e-05
733.5,95.1416,95.1434,6.5e-05
734.0,95.1421,95.1435,5.8e-05
734.5,95.1495,95.1438,5.2e-05
735.0,95.1437,95.1437,5e-05
735.5,95.1403,95.1442,4.4e-05
736.0,95.1421,95.1441,4.2e-05
736.5,95.1421,95.144,3.8e-05
737.0,95.1472,95.1442,4.1e-05
737.5,95.1533,95.1441,5.3e-05
738.0,95.1349,95.1442,4.7e-05
738.5,95.1362,95.1439,5.1e-05
739.0,95.1434,95.1441,5.5e-05
739.5,95.1362,95.1441,5.2e-05
740.0,95.1462,95.1439,4.5e-05
740.5,95.1478,95.1437,5.1e-05
741.0,95.142,95.1439,4.4e-05
741.5,95.1414,95.1436,5.1e-05
742.0,95.1467,95.1436,4.8e-05
742.5,95.1454,95.1436,3.9e-05
743.0,95.1412,95.1434,2.8e-05
743.5,95.1443,95.1434,2.8e-05
744.0,95.1467,95.1432,3.1e-05
744.5,95.1426,95.1431,3.9e-05
745.0,95.1452,95.1431,4.7e-05
745.5,95.1491,95.1433,4.9e-05
746.0,95.1536,95.1431,3.7e-05
746.5,95.1411,95.143,3.3e-05
747.0,95.1358,95.143,2e-05
747.5,95.149,95.1433,1.1e-05
748.0,95.135,95.1434,5e-06
748.5,95.1471,95.1435,2e-06
749.0,95.1485,95.1437,9e-06
749.5,95.1372,95.1436,2.3e-05
750.0,95.1397,95.1435,3.1e-05
750.5,95.1402,95.1438,2.6e-05
751.0,95.1482,95.1438,2.1e-05
751.5,95.1411,95.1437,2.3e-05
752.0,95.1378,95.1437,8e-06
