# ============================================================
# FTIR (ATR, 4000-400 cm-1) -- SYNTHETIC DEMONSTRATION DATASET
# ============================================================
# DEMONSTRATION DATASET. Synthetically generated for portfolio purposes. These values were not measured on any instrument and do not describe a real sample.
#
# This file was produced by scripts/generate_synthetic_datasets.py
# for a data-analysis PORTFOLIO project. It is NOT an instrument
# export and must not be cited as experimental evidence.
#
# Hypothetical sample : Fe3O4 (magnetite), cubic inverse spinel, space group Fd-3m (No. 227)
# Random seed         : 20240517
#
# Generative model:
#   - Gaussian/Lorentzian absorbance bands -> transmittance
#   - bands: 3396 nu(O-H), 1628 delta(H-O-H), 1045 surface Fe-OH,
#   -        571 + 441 nu(Fe-O) spinel lattice modes
#   - 2341 cm-1 band is a DELIBERATE atmospheric CO2 artefact
#   - no C-H / C=O bands: design assumes NO capping agent
#   - curved baseline drift + wavenumber-dependent detector noise
# ============================================================
wavenumber_cm-1,transmittance_percent,absorbance
3124.0,69.5607,0.157636
3123.0,69.7314,0.156572
3122.0,70.1011,0.154275
3121.0,69.7259,0.156606
3120.0,70.2584,0.153302
3119.0,70.7008,0.150575
3118.0,70.4662,0.152019
3117.0,71.0408,0.148492
3116.0,70.6942,0.150616
3115.0,71.0741,0.148289
3114.0,71.2369,0.147295
3113.0,71.2846,0.147005
3112.0,71.8426,0.143618
3111.0,71.8459,0.143598
3110.0,71.675,0.144633
3109.0,72.0486,0.142374
3108.0,72.3449,0.140592
3107.0,72.1675,0.141659
3106.0,72.5092,0.139607
3105.0,73.0057,0.136643
3104.0,72.534,0.139458
3103.0,73.2334,0.135291
3102.0,73.1359,0.13587
3101.0,73.1571,0.135743
3100.0,73.4213,0.134178
3099.0,73.4085,0.134253
3098.0,73.4656,0.133916
3097.0,74.1321,0.129994
3096.0,73.6731,0.132691
3095.0,74.5152,0.127755
3094.0,74.7532,0.12637
3093.0,74.1755,0.129739
3092.0,73.9079,0.131309
3091.0,74.0919,0.130229
3090.0,74.7523,0.126375
3089.0,75.0547,0.124622
3088.0,75.3099,0.123148
3087.0,75.3296,0.123034
3086.0,75.3845,0.122718
3085.0,75.2448,0.123524
3084.0,75.0759,0.124499
3083.0,76.2943,0.117508
3082.0,75.9661,0.11938
3081.0,76.568,0.115952
3080.0,76.3254,0.117331
3079.0,75.8792,0.119877
3078.0,76.4124,0.116836
3077.0,76.8544,0.114331
3076.0,77.0429,0.113267
3075.0,76.6645,0.115405
3074.0,76.997,0.113526
3073.0,77.0654,0.113141
3072.0,77.2986,0.111828
3071.0,77.6047,0.110112
3070.0,77.4221,0.111135
3069.0,77.4551,0.11095
3068.0,78.1185,0.107246
3067.0,77.6904,0.109633
3066.0,78.0378,0.107695
3065.0,77.9025,0.108448
3064.0,78.1492,0.107075
3063.0,78.673,0.104174
3062.0,78.8146,0.103394
3061.0,78.971,0.102532
3060.0,78.1351,0.107154
3059.0,78.8862,0.102999
3058.0,78.745,0.103777
3057.0,79.3501,0.100453
3056.0,79.0884,0.101887
3055.0,79.1635,0.101475
3054.0,79.5897,0.099143
3053.0,79.3905,0.100232
3052.0,79.6928,0.098581
3051.0,79.6836,0.098631
3050.0,80.1558,0.096065
3049.0,80.7009,0.093122
3048.0,80.251,0.095549
3047.0,80.0123,0.096843
3046.0,80.7329,0.092949
3045.0,80.5186,0.094104
3044.0,80.4738,0.094346
3043.0,80.724,0.092997
3042.0,80.9556,0.091753
3041.0,80.6963,0.093146
3040.0,80.8485,0.092328
3039.0,81.6204,0.088201
3038.0,80.9898,0.09157
3037.0,81.1919,0.090487
3036.0,81.0199,0.091409
3035.0,81.8227,0.087126
3034.0,81.524,0.088715
3033.0,81.3806,0.089479
3032.0,82.5349,0.083362
3031.0,82.4106,0.084017
3030.0,82.1034,0.085639
3029.0,82.3465,0.084355
3028.0,82.3002,0.084599
3027.0,82.5872,0.083087
3026.0,82.4978,0.083558
3025.0,82.413,0.084004
3024.0,82.828,0.081823
3023.0,82.7965,0.081988
3022.0,83.006,0.08089
3021.0,82.9056,0.081416
3020.0,83.1847,0.079957
3019.0,82.6978,0.082506
3018.0,83.3488,0.079101
3017.0,82.8277,0.081824
3016.0,83.3972,0.078848
3015.0,83.4399,0.078626
3014.0,83.3265,0.079217
3013.0,83.1489,0.080144
3012.0,83.8304,0.076598
3011.0,83.7815,0.076852
3010.0,83.7128,0.077208
3009.0,83.917,0.07615
3008.0,84.1831,0.074775
3007.0,84.1062,0.075172
3006.0,83.8805,0.076339
3005.0,83.8025,0.076743
3004.0,84.2283,0.074542
3003.0,84.9747,0.070711
3002.0,84.7228,0.072
3001.0,84.8385,0.071407
3000.0,84.4082,0.073615
2999.0,84.2529,0.074415
2998.0,85.1133,0.070003
2997.0,84.5828,0.072718
2996.0,84.7399,0.071912
2995.0,85.3848,0.068619
2994.0,85.3806,0.068641
2993.0,85.5235,0.067915
2992.0,85.4456,0.06831
2991.0,85.0233,0.070462
2990.0,84.8037,0.071585
2989.0,85.0571,0.070289
2988.0,85.6578,0.067233
2987.0,85.7346,0.066844
2986.0,85.9234,0.065888
2985.0,85.9584,0.065712
2984.0,85.9307,0.065852
2983.0,85.5819,0.067618
2982.0,85.3844,0.068622
2981.0,86.4283,0.063344
2980.0,85.716,0.066938
2979.0,86.724,0.061861
2978.0,86.7914,0.061523
2977.0,86.4487,0.063241
2976.0,86.4024,0.063474
2975.0,86.602,0.062472
2974.0,86.25,0.064241
2973.0,86.7836,0.061562
2972.0,86.7308,0.061827
2971.0,86.01,0.065451
2970.0,86.5304,0.062831
2969.0,86.4711,0.063129
2968.0,86.6786,0.062088
2967.0,86.7529,0.061716
2966.0,86.7312,0.061825
2965.0,86.9252,0.060854
2964.0,87.1327,0.059819
2963.0,87.4349,0.058315
2962.0,86.8598,0.061181
2961.0,87.0868,0.060048
2960.0,87.3689,0.058643
2959.0,87.992,0.055557
2958.0,87.162,0.059673
2957.0,87.3586,0.058694
2956.0,86.9024,0.060968
2955.0,87.364,0.058668
2954.0,86.8259,0.061351
2953.0,87.8381,0.056317
2952.0,87.5928,0.057532
2951.0,87.3755,0.05861
2950.0,87.4489,0.058246
2949.0,87.7088,0.056957
2948.0,88.1353,0.05485
2947.0,88.1278,0.054887
2946.0,87.5644,0.057672
2945.0,88.4257,0.053421
2944.0,88.2404,0.054333
2943.0,88.0551,0.055246
2942.0,88.7929,0.051622
2941.0,88.4443,0.05333
2940.0,88.2105,0.05448
2939.0,88.0621,0.055211
2938.0,87.96,0.055715
2937.0,87.772,0.056644
2936.0,88.1663,0.054698
2935.0,88.2301,0.054383
2934.0,87.9831,0.055601
2933.0,88.7229,0.051964
2932.0,88.1592,0.054733
2931.0,88.7948,0.051613
2930.0,88.1641,0.054708
2929.0,88.6716,0.052216
2928.0,88.3842,0.053625
2927.0,88.2697,0.054189
2926.0,88.4998,0.053058
2925.0,88.3811,0.053641
2924.0,88.5686,0.05272
2923.0,88.9684,0.050764
2922.0,88.9503,0.050853
2921.0,89.5626,0.047873
2920.0,88.9901,0.050658
2919.0,88.3628,0.05373
2918.0,88.4744,0.053182
2917.0,88.6651,0.052247
2916.0,88.8429,0.051377
2915.0,89.0419,0.050406
2914.0,89.5366,0.047999
2913.0,89.1991,0.04964
2912.0,89.229,0.049494
2911.0,89.1211,0.05002
2910.0,89.4263,0.048535
2909.0,89.6537,0.047432
2908.0,88.9506,0.050851
2907.0,89.0642,0.050297
2906.0,89.8643,0.046413
2905.0,89.0106,0.050558
2904.0,89.2808,0.049242
2903.0,89.6241,0.047575
2902.0,89.4114,0.048607
2901.0,89.1628,0.049816
2900.0,88.624,0.052449
2899.0,89.7298,0.047063
2898.0,89.5432,0.047967
2897.0,89.2971,0.049163
2896.0,90.053,0.045502
2895.0,89.5755,0.047811
2894.0,89.8039,0.046705
2893.0,89.93,0.046095
2892.0,89.3833,0.048744
2891.0,89.0564,0.050335
2890.0,90.3466,0.044088
2889.0,89.7885,0.046779
2888.0,89.4187,0.048572
2887.0,90.1375,0.045094
2886.0,89.5126,0.048116
2885.0,90.6248,0.042753
2884.0,89.5825,0.047777
2883.0,90.039,0.045569
2882.0,90.2778,0.044419
2881.0,90.1063,0.045245
2880.0,89.9155,0.046166
2879.0,90.1241,0.045159
2878.0,89.6567,0.047417
2877.0,89.6389,0.047503
2876.0,89.8163,0.046645
2875.0,89.4543,0.048399
2874.0,90.3819,0.043919
2873.0,90.1609,0.044982
2872.0,89.7492,0.04697
2871.0,89.9651,0.045926
2870.0,89.9933,0.04579
2869.0,90.3508,0.044068
2868.0,89.8195,0.046629
2867.0,90.3251,0.044192
2866.0,90.3278,0.044179
2865.0,89.577,0.047803
2864.0,89.7098,0.04716
2863.0,90.2918,0.044352
2862.0,89.569,0.047842
2861.0,90.2288,0.044655
2860.0,90.1707,0.044934
2859.0,90.0946,0.045301
2858.0,90.3344,0.044147
2857.0,90.1163,0.045197
2856.0,90.4157,0.043756
2855.0,90.2367,0.044617
2854.0,90.6924,0.042429
2853.0,90.7818,0.042001
2852.0,90.7751,0.042033
2851.0,90.7334,0.042233
2850.0,90.1964,0.044811
2849.0,90.4069,0.043798
2848.0,90.1447,0.04506
2847.0,90.6341,0.042708
2846.0,90.8392,0.041727
2845.0,90.0473,0.045529
2844.0,90.724,0.042278
2843.0,90.1105,0.045224
2842.0,90.8702,0.041578
2841.0,90.397,0.043846
2840.0,90.2393,0.044604
2839.0,90.2656,0.044478
2838.0,90.6988,0.042399
2837.0,90.5808,0.042964
2836.0,90.5858,0.04294
2835.0,89.9598,0.045951
2834.0,90.2381,0.04461
2833.0,90.9471,0.041211
2832.0,90.1086,0.045234
2831.0,90.9539,0.041179
2830.0,90.8925,0.041472
2829.0,90.025,0.045637
2828.0,90.7461,0.042172
2827.0,90.7269,0.042264
2826.0,90.8795,0.041534
2825.0,90.8179,0.041829
2824.0,90.6017,0.042863
2823.0,90.3039,0.044293
2822.0,90.5204,0.043254
2821.0,90.6468,0.042647
2820.0,90.7313,0.042243
2819.0,90.998,0.040968
2818.0,90.4611,0.043538
2817.0,90.3777,0.043939
2816.0,90.6772,0.042502
2815.0,90.3991,0.043836
2814.0,89.3959,0.048682
2813.0,90.6534,0.042616
2812.0,90.4747,0.043473
2811.0,90.5377,0.043171
2810.0,90.5087,0.04331
2809.0,91.2626,0.039707
2808.0,90.8989,0.041441
2807.0,90.0806,0.045369
2806.0,90.9995,0.040961
2805.0,90.6455,0.042654
2804.0,91.1952,0.040028
2803.0,90.8204,0.041817
2802.0,91.1721,0.040138
2801.0,90.6478,0.042643
2800.0,90.5715,0.043009
2799.0,90.6965,0.042409
2798.0,90.5416,0.043152
2797.0,90.6262,0.042746
2796.0,90.2644,0.044484
2795.0,90.8404,0.041721
2794.0,90.6424,0.042669
2793.0,90.2607,0.044502
2792.0,90.7539,0.042135
2791.0,90.939,0.04125
2790.0,90.562,0.043054
2789.0,91.0642,0.040652
2788.0,90.7229,0.042283
2787.0,91.015,0.040887
2786.0,90.3266,0.044184
2785.0,90.481,0.043442
2784.0,90.8063,0.041884
2783.0,90.4986,0.043358
2782.0,90.9374,0.041257
2781.0,90.7237,0.042279
2780.0,90.998,0.040968
2779.0,90.5927,0.042907
2778.0,90.5272,0.043221
2777.0,90.5117,0.043295
2776.0,90.7975,0.041926
2775.0,90.2816,0.044401
2774.0,90.448,0.043601
2773.0,91.0741,0.040605
2772.0,89.9744,0.045881
2771.0,91.5935,0.038136
2770.0,90.3404,0.044118
2769.0,90.6482,0.042641
2768.0,90.3111,0.044259
2767.0,90.9831,0.041039
2766.0,91.1627,0.040183
2765.0,90.7244,0.042276
2764.0,90.7628,0.042092
2763.0,90.7074,0.042357
2762.0,90.8475,0.041687
2761.0,91.2613,0.039713
2760.0,90.5265,0.043224
2759.0,91.0042,0.040938
2758.0,90.8281,0.04178
2757.0,91.2968,0.039544
2756.0,91.0781,0.040586
2755.0,90.7747,0.042035
2754.0,90.9091,0.041393
2753.0,90.7452,0.042176
2752.0,91.2511,0.039762
2751.0,91.1126,0.040422
2750.0,91.0466,0.040736
2749.0,90.8887,0.04149
2748.0,91.3899,0.039102
2747.0,90.9508,0.041194
2746.0,91.0306,0.040812
2745.0,90.9775,0.041066
2744.0,91.1022,0.040471
2743.0,90.5937,0.042902
2742.0,91.1233,0.040371
2741.0,90.3436,0.044102
2740.0,90.5733,0.043
2739.0,90.8956,0.041457
2738.0,91.1908,0.040049
2737.0,90.8208,0.041815
2736.0,90.7662,0.042076
2735.0,90.8195,0.041821
2734.0,90.5589,0.043069
2733.0,90.7591,0.04211
2732.0,91.6204,0.038008
2731.0,91.1132,0.040419
2730.0,91.4809,0.038669
2729.0,90.5524,0.0431
2728.0,90.7277,0.04226
2727.0,90.6895,0.042443
2726.0,90.4511,0.043586
2725.0,90.7841,0.04199
2724.0,91.0992,0.040485
2723.0,91.1913,0.040047
2722.0,90.761,0.042101
2721.0,90.6597,0.042586
2720.0,91.1089,0.040439
2719.0,91.5704,0.038245
2718.0,90.2146,0.044723
2717.0,90.5819,0.042959
2716.0,91.0958,0.040502
2715.0,91.1903,0.040051
2714.0,91.0901,0.040529
2713.0,91.1616,0.040188
2712.0,90.2418,0.044592
2711.0,90.5301,0.043207
2710.0,90.7832,0.041995
2709.0,90.7775,0.042022
2708.0,91.2284,0.03987
2707.0,91.1695,0.040151
2706.0,91.3827,0.039136
2705.0,91.1302,0.040338
2704.0,90.4127,0.043771
2703.0,91.1259,0.040358
2702.0,91.0958,0.040502
2701.0,91.0109,0.040907
2700.0,91.0542,0.0407
2699.0,91.339,0.039344
2698.0,90.9566,0.041166
2697.0,91.5636,0.038277
2696.0,91.2069,0.039972
2695.0,90.7472,0.042167
2694.0,90.9235,0.041324
2693.0,91.055,0.040696
2692.0,90.8866,0.0415
2691.0,90.5937,0.042902
2690.0,90.8667,0.041595
2689.0,90.4065,0.0438
2688.0,91.1465,0.04026
2687.0,91.1389,0.040296
2686.0,91.2181,0.039919
2685.0,90.6242,0.042756
2684.0,91.113,0.04042
2683.0,90.9764,0.041071
2682.0,90.4666,0.043512
2681.0,90.9437,0.041227
2680.0,90.6278,0.042739
2679.0,91.1204,0.040384
2678.0,90.6077,0.042835
2677.0,91.5017,0.038571
2676.0,91.1418,0.040282
2675.0,90.521,0.043251
2674.0,91.2795,0.039627
2673.0,90.7664,0.042075
2672.0,90.7323,0.042238
2671.0,90.9192,0.041344
2670.0,90.8267,0.041787
2669.0,90.9103,0.041387
2668.0,91.0694,0.040628
2667.0,90.8658,0.0416
2666.0,91.5507,0.038338
2665.0,90.7249,0.042274
2664.0,91.3066,0.039498
2663.0,90.8572,0.041641
2662.0,90.6382,0.042689
2661.0,91.2346,0.03984
2660.0,90.9755,0.041076
2659.0,90.8015,0.041907
2658.0,90.5861,0.042938
2657.0,91.4513,0.03881
2656.0,90.8327,0.041758
2655.0,91.3748,0.039174
2654.0,90.2771,0.044422
2653.0,91.0728,0.040611
2652.0,90.9337,0.041275
2651.0,91.545,0.038366
2650.0,90.3395,0.044122
2649.0,90.8774,0.041544
2648.0,90.9961,0.040977
2647.0,90.6157,0.042797
2646.0,91.1951,0.040028
2645.0,90.76,0.042106
2644.0,90.1568,0.045002
2643.0,91.4065,0.039023
2642.0,91.6162,0.038028
2641.0,91.2001,0.040005
2640.0,91.2926,0.039564
2639.0,91.5045,0.038557
2638.0,90.2911,0.044355
2637.0,90.6233,0.04276
2636.0,91.1764,0.040117
2635.0,90.5031,0.043337
2634.0,90.5854,0.042942
2633.0,91.3369,0.039354
2632.0,91.3681,0.039205
2631.0,90.6337,0.04271
2630.0,90.7184,0.042305
2629.0,90.5959,0.042892
2628.0,91.0917,0.040521
2627.0,91.026,0.040834
2626.0,91.1071,0.040448
2625.0,91.6168,0.038025
2624.0,91.3865,0.039118
2623.0,90.6752,0.042511
2622.0,90.9442,0.041225
2621.0,90.8467,0.041691
2620.0,91.2883,0.039585
2619.0,90.8705,0.041577
2618.0,90.852,0.041666
2617.0,90.8292,0.041774
2616.0,91.2174,0.039922
2615.0,90.6245,0.042754
2614.0,91.1834,0.040084
2613.0,91.1022,0.040471
2612.0,90.5306,0.043205
2611.0,90.7524,0.042142
2610.0,91.4174,0.038971
2609.0,90.5044,0.04333
2608.0,90.8877,0.041495
2607.0,90.6292,0.042732
2606.0,91.1909,0.040048
2605.0,91.046,0.040739
2604.0,91.2041,0.039986
2603.0,91.0738,0.040607
2602.0,91.0718,0.040616
2601.0,91.1047,0.040459
2600.0,90.4635,0.043527
2599.0,91.2064,0.039975
2598.0,90.9302,0.041292
2597.0,91.5482,0.03835
2596.0,90.7627,0.042093
2595.0,90.5352,0.043183
2594.0,90.6414,0.042674
2593.0,90.8253,0.041793
2592.0,91.1928,0.040039
2591.0,90.9324,0.041282
2590.0,91.2609,0.039715
2589.0,90.8266,0.041787
2588.0,90.9069,0.041403
2587.0,91.3996,0.039056
2586.0,90.7134,0.042329
2585.0,91.3661,0.039215
2584.0,90.7425,0.042189
2583.0,90.6965,0.04241
2582.0,90.6642,0.042564
2581.0,90.9901,0.041006
2580.0,90.8472,0.041689
2579.0,90.6183,0.042784
2578.0,91.6219,0.038001
2577.0,90.9094,0.041391
2576.0,91.1998,0.040006
2575.0,90.9482,0.041206
2574.0,90.6736,0.042519
2573.0,91.158,0.040205
2572.0,90.9304,0.041291
2571.0,90.7523,0.042143
2570.0,91.2862,0.039595
2569.0,91.1725,0.040136
2568.0,90.6609,0.04258
2567.0,90.7523,0.042142
2566.0,90.8725,0.041567
2565.0,90.8502,0.041674
2564.0,91.0121,0.040901
2563.0,91.0381,0.040777
2562.0,90.9494,0.0412
2561.0,90.2596,0.044506
2560.0,91.5421,0.038379
2559.0,90.6062,0.042842
2558.0,91.2168,0.039925
2557.0,90.9585,0.041157
2556.0,90.9953,0.040981
2555.0,90.5083,0.043311
2554.0,91.6378,0.037926
2553.0,91.2066,0.039974
2552.0,90.886,0.041503
2551.0,90.6719,0.042527
2550.0,91.5708,0.038243
2549.0,90.6757,0.042509
2548.0,91.0743,0.040604
2547.0,90.7091,0.042349
2546.0,90.7983,0.041922
2545.0,90.6464,0.042649
2544.0,90.4733,0.04348
2543.0,90.9698,0.041103
2542.0,91.3765,0.039165
2541.0,90.629,0.042733
2540.0,91.2917,0.039569
2539.0,90.6959,0.042412
2538.0,90.6333,0.042712
2537.0,90.7251,0.042272
2536.0,90.6994,0.042396
2535.0,91.3046,0.039508
2534.0,90.7729,0.042044
2533.0,90.4022,0.043821
2532.0,90.6363,0.042698
2531.0,90.9056,0.041409
2530.0,90.8809,0.041528
2529.0,90.0873,0.045337
2528.0,90.9705,0.041099
2527.0,90.5564,0.043081
2526.0,90.8857,0.041504
2525.0,91.0736,0.040607
2524.0,91.0409,0.040763
2523.0,91.3881,0.03911
2522.0,90.8729,0.041566
2521.0,90.977,0.041068
2520.0,91.6413,0.037909
2519.0,91.1009,0.040477
2518.0,90.6405,0.042678
2517.0,90.7301,0.042249
2516.0,90.6592,0.042588
2515.0,90.6205,0.042773
2514.0,91.2558,0.03974
2513.0,90.6143,0.042803
2512.0,90.1179,0.045189
2511.0,91.1352,0.040314
2510.0,90.8526,0.041663
2509.0,90.5563,0.043081
2508.0,90.9426,0.041233
2507.0,90.6839,0.04247
2506.0,91.0657,0.040645
2505.0,90.7873,0.041975
2504.0,90.4394,0.043642
2503.0,91.2106,0.039955
2502.0,91.1621,0.040186
2501.0,91.1926,0.040041
2500.0,91.3936,0.039084
2499.0,91.0065,0.040928
2498.0,90.5139,0.043285
2497.0,90.4489,0.043597
2496.0,91.2339,0.039844
2495.0,90.7128,0.042331
2494.0,90.151,0.045029
2493.0,90.6968,0.042408
2492.0,90.8377,0.041734
2491.0,91.287,0.039591
2490.0,91.2227,0.039897
2489.0,91.1017,0.040474
2488.0,90.068,0.04543
2487.0,91.0031,0.040944
2486.0,90.8338,0.041752
2485.0,90.7485,0.042161
2484.0,91.3729,0.039182
2483.0,90.9377,0.041256
2482.0,90.8499,0.041675
2481.0,90.4297,0.043689
2480.0,91.0362,0.040786
2479.0,90.6794,0.042491
2478.0,91.1694,0.040151
2477.0,90.7767,0.042026
2476.0,91.1215,0.040379
2475.0,90.9573,0.041162
2474.0,91.1812,0.040095
2473.0,91.1526,0.040231
2472.0,90.2369,0.044616
2471.0,91.1586,0.040202
2470.0,90.9154,0.041362
2469.0,90.6358,0.0427
2468.0,91.5121,0.038521
2467.0,90.7355,0.042223
2466.0,91.2474,0.03978
2465.0,91.0513,0.040714
2464.0,90.7471,0.042167
2463.0,91.33,0.039386
2462.0,91.2799,0.039625
2461.0,90.9587,0.041156
2460.0,90.8934,0.041468
2459.0,91.5709,0.038243
2458.0,91.4824,0.038663
2457.0,90.9492,0.041201
2456.0,90.812,0.041857
2455.0,91.1469,0.040258
2454.0,91.301,0.039524
2453.0,91.7063,0.037601
2452.0,90.8188,0.041824
2451.0,91.3028,0.039516
2450.0,90.8853,0.041506
2449.0,90.9568,0.041165
2448.0,90.2072,0.044759
2447.0,90.1839,0.044871
2446.0,90.9905,0.041004
2445.0,91.2827,0.039612
2444.0,90.8244,0.041798
2443.0,91.0686,0.040631
2442.0,91.1125,0.040422
2441.0,90.5466,0.043128
2440.0,90.3847,0.043905
2439.0,90.4957,0.043372
2438.0,91.4883,0.038635
2437.0,90.8563,0.041645
2436.0,90.4391,0.043644
2435.0,90.8202,0.041818
2434.0,90.6239,0.042757
2433.0,90.9138,0.04137
2432.0,91.2585,0.039726
2431.0,90.5602,0.043063
2430.0,91.3142,0.039462
2429.0,91.0695,0.040627
2428.0,90.6522,0.042622
2427.0,91.4255,0.038932
2426.0,91.0262,0.040834
2425.0,91.3419,0.03933
2424.0,90.6318,0.042719
2423.0,91.0856,0.04055
2422.0,91.1569,0.04021
2421.0,90.6782,0.042497
2420.0,90.5683,0.043024
2419.0,91.3804,0.039147
2418.0,91.2477,0.039778
2417.0,90.9152,0.041364
2416.0,90.5585,0.043071
2415.0,91.1993,0.040008
2414.0,90.6393,0.042684
2413.0,91.1046,0.04046
2412.0,90.733,0.042235
2411.0,90.9239,0.041322
2410.0,91.0996,0.040484
2409.0,90.382,0.043918
2408.0,90.5235,0.043239
2407.0,90.5338,0.043189
2406.0,90.6229,0.042762
2405.0,91.179,0.040105
2404.0,90.4643,0.043523
2403.0,91.1674,0.04016
2402.0,90.8701,0.041579
2401.0,90.8236,0.041801
2400.0,91.2727,0.039659
2399.0,90.4588,0.043549
2398.0,90.5057,0.043324
2397.0,90.3942,0.043859
2396.0,90.6952,0.042416
2395.0,91.1529,0.04023
2394.0,91.2808,0.039621
2393.0,91.0303,0.040814
2392.0,90.9226,0.041328
2391.0,90.4048,0.043808
2390.0,90.3539,0.044053
2389.0,90.5135,0.043286
2388.0,90.5811,0.042962
2387.0,90.6364,0.042697
2386.0,90.7639,0.042087
2385.0,90.4546,0.043569
2384.0,90.7482,0.042162
2383.0,90.4539,0.043573
2382.0,90.4485,0.043598
2381.0,90.8545,0.041653
2380.0,90.5449,0.043136
2379.0,91.1959,0.040025
2378.0,90.5527,0.043099
2377.0,90.2659,0.044476
2376.0,90.2423,0.04459
2375.0,89.8473,0.046495
2374.0,90.2384,0.044609
2373.0,90.762,0.042096
2372.0,90.4074,0.043796
2371.0,90.6056,0.042845
2370.0,90.7776,0.042022
2369.0,90.7104,0.042343
2368.0,90.3633,0.044008
2367.0,91.4642,0.038749
2366.0,90.5518,0.043103
2365.0,89.9244,0.046122
2364.0,90.4996,0.043353
2363.0,90.0521,0.045506
2362.0,89.9881,0.045815
2361.0,90.1839,0.044871
2360.0,90.2748,0.044433
2359.0,90.4476,0.043603
2358.0,90.4978,0.043362
2357.0,89.9037,0.046223
2356.0,90.2427,0.044588
2355.0,89.5354,0.048005
2354.0,89.9742,0.045882
2353.0,89.4243,0.048544
2352.0,90.0115,0.045702
2351.0,89.2222,0.049527
2350.0,89.273,0.04928
2349.0,88.0959,0.055044
2348.0,88.1186,0.054932
2347.0,87.897,0.056026
2346.0,86.2119,0.064433
2345.0,86.1962,0.064512
2344.0,84.724,0.071994
2343.0,82.7874,0.082036
2342.0,82.7985,0.081978
2341.0,82.0025,0.086173
2340.0,83.0767,0.080521
2339.0,83.3322,0.079187
2338.0,84.4355,0.073475
2337.0,86.0945,0.065025
2336.0,86.7589,0.061686
2335.0,87.3112,0.05893
2334.0,88.6891,0.05213
2333.0,87.9578,0.055726
2332.0,88.9659,0.050776
2331.0,89.4806,0.048271
2330.0,89.9659,0.045922
2329.0,89.2287,0.049496
2328.0,90.0323,0.045602
2327.0,90.4082,0.043792
2326.0,90.5232,0.04324
2325.0,90.6909,0.042436
2324.0,89.9141,0.046172
2323.0,90.1918,0.044833
2322.0,89.6277,0.047558
2321.0,90.3994,0.043835
2320.0,89.9194,0.046147
2319.0,91.099,0.040486
2318.0,90.5975,0.042884
2317.0,90.2664,0.044474
2316.0,90.1828,0.044876
2315.0,90.898,0.041446
2314.0,90.3703,0.043974
2313.0,91.131,0.040334
2312.0,90.5371,0.043173
2311.0,91.2776,0.039636
2310.0,90.4233,0.04372
2309.0,90.3044,0.044291
2308.0,90.4412,0.043634
2307.0,90.2501,0.044552
2306.0,90.5214,0.043249
2305.0,91.391,0.039096
2304.0,90.6577,0.042595
2303.0,90.5003,0.04335
2302.0,90.5808,0.042964
2301.0,91.4979,0.038589
2300.0,91.1144,0.040413
2299.0,90.9064,0.041406
2298.0,91.0209,0.040859
2297.0,90.183,0.044875
2296.0,90.1242,0.045159
2295.0,90.541,0.043155
2294.0,90.1993,0.044797
2293.0,91.3929,0.039088
2292.0,90.4714,0.043489
2291.0,90.7989,0.041919
2290.0,90.4206,0.043733
2289.0,90.7539,0.042135
2288.0,91.3119,0.039472
2287.0,90.686,0.04246
2286.0,91.0645,0.040651
2285.0,90.7166,0.042313
2284.0,90.1746,0.044916
2283.0,90.1601,0.044986
2282.0,90.2184,0.044705
2281.0,90.3267,0.044184
2280.0,90.6414,0.042673
2279.0,90.3011,0.044307
2278.0,90.2813,0.044402
2277.0,91.0976,0.040493
2276.0,90.9081,0.041398
2275.0,90.6407,0.042677
2274.0,90.4067,0.043799
2273.0,90.6677,0.042548
2272.0,90.0174,0.045673
2271.0,90.4934,0.043383
2270.0,90.5406,0.043156
2269.0,90.5277,0.043218
2268.0,90.8647,0.041605
2267.0,90.8508,0.041671
2266.0,90.3034,0.044296
2265.0,90.9183,0.041349
2264.0,91.3697,0.039198
2263.0,90.5005,0.043349
2262.0,91.2317,0.039854
2261.0,90.9237,0.041323
2260.0,90.7075,0.042357
2259.0,90.3257,0.044188
2258.0,91.1506,0.040241
2257.0,90.3545,0.04405
2256.0,90.7441,0.042181
2255.0,90.8077,0.041877
2254.0,90.6455,0.042654
2253.0,91.1284,0.040346
2252.0,90.7343,0.042229
2251.0,91.261,0.039715
2250.0,91.0803,0.040576
2249.0,90.8148,0.041843
2248.0,90.4239,0.043717
2247.0,90.1308,0.045127
2246.0,90.6899,0.042441
2245.0,90.8519,0.041666
2244.0,90.7612,0.0421
2243.0,90.2469,0.044567
2242.0,90.746,0.042172
2241.0,90.4527,0.043579
2240.0,90.8165,0.041835
2239.0,90.7281,0.042258
2238.0,90.8798,0.041533
2237.0,90.6668,0.042552
2236.0,90.5419,0.04315
2235.0,90.625,0.042752
2234.0,90.5479,0.043122
2233.0,90.5787,0.042974
2232.0,90.3017,0.044304
2231.0,91.1283,0.040347
2230.0,91.296,0.039548
2229.0,90.6166,0.042792
2228.0,90.3205,0.044213
2227.0,90.5873,0.042933
2226.0,90.9361,0.041263
2225.0,91.4325,0.038899
2224.0,91.4307,0.038908
2223.0,90.4725,0.043483
2222.0,91.1466,0.04026
2221.0,90.4132,0.043768
2220.0,90.5469,0.043126
2219.0,90.9648,0.041126
2218.0,90.696,0.042412
